ENTIDAD,ANUAL,MESES,Prec,AÑO
MICHOACÁN,941.2,ENE,22.0,2002
MORELOS,785.2,ENE,0.9,2002
NAYARIT,"1,044.0",ENE,1.4,2002
NUEVO LEÓN,703.9,ENE,2.3,2002
OAXACA,"1,496.4",ENE,10.5,2002
PUEBLA,"1,280.7",ENE,29.0,2002
QUERÉTARO,541.1,ENE,15.0,2002
QUINTANA ROO,"1,537.7",ENE,19.5,2002
SAN LUIS POTOSÍ,793.2,ENE,16.0,2002
SINALOA,489.3,ENE,6.3,2002
SONORA,228.3,ENE,7.3,2002
TABASCO,"2,297.2",ENE,159.3,2002
TAMAULIPAS,799.7,ENE,4.6,2002
TLAXCALA,624.8,ENE,6.2,2002
VERACRUZ,"1,495.6",ENE,32.4,2002
YUCATÁN,977.2,ENE,24.7,2002
ZACATECAS,581.6,ENE,5.8,2002
AGUASCALIENTES,613.4,FEB,32.5,2002
BAJA CALIFORNIA,85.3,FEB,2.0,2002
BAJA CALIFORNIA SUR,92.5,FEB,6.7,2002
CAMPECHE,"1,635.4",FEB,111.1,2002
COAHUILA,425.3,FEB,6.3,2002
COLIMA,956.6,FEB,25.0,2002
CHIAPAS,"2,088.0",FEB,132.6,2002
CHIHUAHUA,353.6,FEB,18.7,2002
DISTRITO FEDERAL,768.2,FEB,2.8,2002
DURANGO,379.3,FEB,13.7,2002
GUANAJUATO,810.5,FEB,20.1,2002
GUERRERO,"1,001.6",FEB,6.0,2002
HIDALGO,615.9,FEB,7.8,2002
JALISCO,792.2,FEB,18.7,2002
ESTADO DE MÉXICO,703.5,FEB,6.8,2002
MICHOACÁN,941.2,FEB,12.7,2002
MORELOS,785.2,FEB,4.1,2002
NAYARIT,"1,044.0",FEB,59.8,2002
NUEVO LEÓN,703.9,FEB,5.9,2002
OAXACA,"1,496.4",FEB,13.8,2002
PUEBLA,"1,280.7",FEB,31.3,2002
QUERÉTARO,541.1,FEB,11.3,2002
QUINTANA ROO,"1,537.7",FEB,132.6,2002
SAN LUIS POTOSÍ,793.2,FEB,12.1,2002
SINALOA,489.3,FEB,18.3,2002
SONORA,228.3,FEB,20.2,2002
TABASCO,"2,297.2",FEB,308.7,2002
TAMAULIPAS,799.7,FEB,8.5,2002
TLAXCALA,624.8,FEB,3.0,2002
VERACRUZ,"1,495.6",FEB,45.0,2002
YUCATÁN,977.2,FEB,89.3,2002
ZACATECAS,581.6,FEB,38.4,2002
AGUASCALIENTES,613.4,MAR,0.1,2002
BAJA CALIFORNIA,85.3,MAR,15.0,2002
BAJA CALIFORNIA SUR,92.5,MAR,0.1,2002
CAMPECHE,"1,635.4",MAR,11.8,2002
COAHUILA,425.3,MAR,1.5,2002
COLIMA,956.6,MAR,0.0,2002
CHIAPAS,"2,088.0",MAR,45.0,2002
CHIHUAHUA,353.6,MAR,2.8,2002
DISTRITO FEDERAL,768.2,MAR,15.3,2002
DURANGO,379.3,MAR,0.0,2002
GUANAJUATO,810.5,MAR,2.9,2002
GUERRERO,"1,001.6",MAR,0.7,2002
HIDALGO,615.9,MAR,7.8,2002
JALISCO,792.2,MAR,0.0,2002
ESTADO DE MÉXICO,703.5,MAR,9.1,2002
MICHOACÁN,941.2,MAR,3.5,2002
MORELOS,785.2,MAR,3.6,2002
NAYARIT,"1,044.0",MAR,0.0,2002
NUEVO LEÓN,703.9,MAR,10.1,2002
OAXACA,"1,496.4",MAR,7.5,2002
PUEBLA,"1,280.7",MAR,19.2,2002
QUERÉTARO,541.1,MAR,1.2,2002
QUINTANA ROO,"1,537.7",MAR,66.2,2002
SAN LUIS POTOSÍ,793.2,MAR,5.5,2002
SINALOA,489.3,MAR,0.0,2002
SONORA,228.3,MAR,0.8,2002
TABASCO,"2,297.2",MAR,118.2,2002
TAMAULIPAS,799.7,MAR,9.5,2002
TLAXCALA,624.8,MAR,9.6,2002
VERACRUZ,"1,495.6",MAR,29.2,2002
YUCATÁN,977.2,MAR,22.8,2002
ZACATECAS,581.6,MAR,0.1,2002
AGUASCALIENTES,613.4,ABR,1.3,2002
BAJA CALIFORNIA,85.3,ABR,8.1,2002
BAJA CALIFORNIA SUR,92.5,ABR,0.0,2002
CAMPECHE,"1,635.4",ABR,9.0,2002
COAHUILA,425.3,ABR,20.7,2002
COLIMA,956.6,ABR,0.0,2002
CHIAPAS,"2,088.0",ABR,58.1,2002
CHIHUAHUA,353.6,ABR,1.6,2002
DISTRITO FEDERAL,768.2,ABR,32.7,2002
DURANGO,379.3,ABR,3.1,2002
GUANAJUATO,810.5,ABR,7.0,2002
GUERRERO,"1,001.6",ABR,1.7,2002
HIDALGO,615.9,ABR,23.7,2002
JALISCO,792.2,ABR,1.6,2002
ESTADO DE MÉXICO,703.5,ABR,26.8,2002
MICHOACÁN,941.2,ABR,6.2,2002
MORELOS,785.2,ABR,5.1,2002
NAYARIT,"1,044.0",ABR,0.0,2002
NUEVO LEÓN,703.9,ABR,11.7,2002
OAXACA,"1,496.4",ABR,4.0,2002
PUEBLA,"1,280.7",ABR,21.4,2002
QUERÉTARO,541.1,ABR,28.5,2002
QUINTANA ROO,"1,537.7",ABR,10.2,2002
SAN LUIS POTOSÍ,793.2,ABR,9.1,2002
SINALOA,489.3,ABR,0.2,2002
SONORA,228.3,ABR,0.0,2002
TABASCO,"2,297.2",ABR,24.4,2002
TAMAULIPAS,799.7,ABR,23.4,2002
TLAXCALA,624.8,ABR,21.0,2002
VERACRUZ,"1,495.6",ABR,19.6,2002
YUCATÁN,977.2,ABR,6.6,2002
ZACATECAS,581.6,ABR,3.4,2002
AGUASCALIENTES,613.4,MAY,31.5,2002
BAJA CALIFORNIA,85.3,MAY,0.0,2002
BAJA CALIFORNIA SUR,92.5,MAY,0.0,2002
CAMPECHE,"1,635.4",MAY,93.8,2002
COAHUILA,425.3,MAY,42.1,2002
COLIMA,956.6,MAY,4.2,2002
CHIAPAS,"2,088.0",MAY,129.8,2002
CHIHUAHUA,353.6,MAY,8.1,2002
DISTRITO FEDERAL,768.2,MAY,24.1,2002
DURANGO,379.3,MAY,15.1,2002
GUANAJUATO,810.5,MAY,19.4,2002
GUERRERO,"1,001.6",MAY,39.9,2002
HIDALGO,615.9,MAY,21.2,2002
JALISCO,792.2,MAY,20.8,2002
ESTADO DE MÉXICO,703.5,MAY,21.8,2002
MICHOACÁN,941.2,MAY,37.5,2002
MORELOS,785.2,MAY,0.0,2002
NAYARIT,"1,044.0",MAY,0.7,2002
NUEVO LEÓN,703.9,MAY,20.0,2002
OAXACA,"1,496.4",MAY,34.6,2002
PUEBLA,"1,280.7",MAY,53.0,2002
QUERÉTARO,541.1,MAY,13.7,2002
QUINTANA ROO,"1,537.7",MAY,93.9,2002
SAN LUIS POTOSÍ,793.2,MAY,30.3,2002
SINALOA,489.3,MAY,0.0,2002
SONORA,228.3,MAY,0.0,2002
TABASCO,"2,297.2",MAY,77.1,2002
TAMAULIPAS,799.7,MAY,26.4,2002
TLAXCALA,624.8,MAY,29.5,2002
VERACRUZ,"1,495.6",MAY,44.4,2002
YUCATÁN,977.2,MAY,57.0,2002
ZACATECAS,581.6,MAY,20.7,2002
AGUASCALIENTES,613.4,JUN,50.8,2002
BAJA CALIFORNIA,85.3,JUN,0.0,2002
BAJA CALIFORNIA SUR,92.5,JUN,0.0,2002
CAMPECHE,"1,635.4",JUN,173.7,2002
COAHUILA,425.3,JUN,35.4,2002
COLIMA,956.6,JUN,79.4,2002
CHIAPAS,"2,088.0",JUN,302.6,2002
CHIHUAHUA,353.6,JUN,19.7,2002
DISTRITO FEDERAL,768.2,JUN,88.1,2002
DURANGO,379.3,JUN,31.7,2002
GUANAJUATO,810.5,JUN,90.5,2002
GUERRERO,"1,001.6",JUN,153.7,2002
HIDALGO,615.9,JUN,85.9,2002
JALISCO,792.2,JUN,109.6,2002
ESTADO DE MÉXICO,703.5,JUN,86.0,2002
MICHOACÁN,941.2,JUN,146.1,2002
MORELOS,785.2,JUN,152.0,2002
NAYARIT,"1,044.0",JUN,37.7,2002
NUEVO LEÓN,703.9,JUN,55.6,2002
OAXACA,"1,496.4",JUN,322.9,2002
PUEBLA,"1,280.7",JUN,217.6,2002
QUERÉTARO,541.1,JUN,63.6,2002
QUINTANA ROO,"1,537.7",JUN,278.3,2002
SAN LUIS POTOSÍ,793.2,JUN,112.5,2002
SINALOA,489.3,JUN,1.8,2002
SONORA,228.3,JUN,1.0,2002
TABASCO,"2,297.2",JUN,326.1,2002
TAMAULIPAS,799.7,JUN,95.4,2002
TLAXCALA,624.8,JUN,101.8,2002
VERACRUZ,"1,495.6",JUN,308.9,2002
YUCATÁN,977.2,JUN,185.2,2002
ZACATECAS,581.6,JUN,72.5,2002
AGUASCALIENTES,613.4,JUL,179.6,2002
BAJA CALIFORNIA,85.3,JUL,0.0,2002
BAJA CALIFORNIA SUR,92.5,JUL,14.3,2002
CAMPECHE,"1,635.4",JUL,211.1,2002
COAHUILA,425.3,JUL,97.4,2002
COLIMA,956.6,JUL,180.3,2002
CHIAPAS,"2,088.0",JUL,244.7,2002
CHIHUAHUA,353.6,JUL,126.1,2002
DISTRITO FEDERAL,768.2,JUL,190.6,2002
DURANGO,379.3,JUL,78.1,2002
GUANAJUATO,810.5,JUL,254.4,2002
GUERRERO,"1,001.6",JUL,166.2,2002
HIDALGO,615.9,JUL,59.0,2002
JALISCO,792.2,JUL,226.0,2002
ESTADO DE MÉXICO,703.5,JUL,151.1,2002
MICHOACÁN,941.2,JUL,215.4,2002
MORELOS,785.2,JUL,109.8,2002
NAYARIT,"1,044.0",JUL,263.8,2002
NUEVO LEÓN,703.9,JUL,130.6,2002
OAXACA,"1,496.4",JUL,289.6,2002
PUEBLA,"1,280.7",JUL,247.2,2002
QUERÉTARO,541.1,JUL,118.9,2002
QUINTANA ROO,"1,537.7",JUL,76.6,2002
SAN LUIS POTOSÍ,793.2,JUL,148.2,2002
SINALOA,489.3,JUL,112.9,2002
SONORA,228.3,JUL,56.1,2002
TABASCO,"2,297.2",JUL,65.7,2002
TAMAULIPAS,799.7,JUL,100.8,2002
TLAXCALA,624.8,JUL,98.1,2002
VERACRUZ,"1,495.6",JUL,241.8,2002
YUCATÁN,977.2,JUL,76.0,2002
ZACATECAS,581.6,JUL,134.3,2002
AGUASCALIENTES,613.4,AGO,112.1,2002
BAJA CALIFORNIA,85.3,AGO,0.0,2002
BAJA CALIFORNIA SUR,92.5,AGO,14.9,2002
CAMPECHE,"1,635.4",AGO,225.9,2002
COAHUILA,425.3,AGO,16.6,2002
COLIMA,956.6,AGO,165.4,2002
CHIAPAS,"2,088.0",AGO,229.1,2002
CHIHUAHUA,353.6,AGO,86.5,2002
DISTRITO FEDERAL,768.2,AGO,102.6,2002
DURANGO,379.3,AGO,94.2,2002
GUANAJUATO,810.5,AGO,122.7,2002
GUERRERO,"1,001.6",AGO,104.9,2002
HIDALGO,615.9,AGO,50.6,2002
JALISCO,792.2,AGO,141.6,2002
ESTADO DE MÉXICO,703.5,AGO,87.9,2002
MICHOACÁN,941.2,AGO,157.7,2002
MORELOS,785.2,AGO,86.4,2002
NAYARIT,"1,044.0",AGO,201.0,2002
NUEVO LEÓN,703.9,AGO,29.1,2002
OAXACA,"1,496.4",AGO,220.8,2002
PUEBLA,"1,280.7",AGO,141.6,2002
QUERÉTARO,541.1,AGO,73.7,2002
QUINTANA ROO,"1,537.7",AGO,110.4,2002
SAN LUIS POTOSÍ,793.2,AGO,49.6,2002
SINALOA,489.3,AGO,136.2,2002
SONORA,228.3,AGO,65.7,2002
TABASCO,"2,297.2",AGO,170.9,2002
TAMAULIPAS,799.7,AGO,45.1,2002
TLAXCALA,624.8,AGO,74.5,2002
VERACRUZ,"1,495.6",AGO,180.8,2002
YUCATÁN,977.2,AGO,85.7,2002
ZACATECAS,581.6,AGO,121.5,2002
AGUASCALIENTES,613.4,SEP,112.5,2002
BAJA CALIFORNIA,85.3,SEP,6.7,2002
BAJA CALIFORNIA SUR,92.5,SEP,28.0,2002
CAMPECHE,"1,635.4",SEP,484.3,2002
COAHUILA,425.3,SEP,70.2,2002
COLIMA,956.6,SEP,229.2,2002
CHIAPAS,"2,088.0",SEP,437.1,2002
CHIHUAHUA,353.6,SEP,36.6,2002
DISTRITO FEDERAL,768.2,SEP,191.0,2002
DURANGO,379.3,SEP,83.0,2002
GUANAJUATO,810.5,SEP,166.6,2002
GUERRERO,"1,001.6",SEP,321.2,2002
HIDALGO,615.9,SEP,206.3,2002
JALISCO,792.2,SEP,166.9,2002
ESTADO DE MÉXICO,703.5,SEP,191.1,2002
MICHOACÁN,941.2,SEP,176.5,2002
MORELOS,785.2,SEP,303.6,2002
NAYARIT,"1,044.0",SEP,335.1,2002
NUEVO LEÓN,703.9,SEP,310.4,2002
OAXACA,"1,496.4",SEP,309.0,2002
PUEBLA,"1,280.7",SEP,273.9,2002
QUERÉTARO,541.1,SEP,108.4,2002
QUINTANA ROO,"1,537.7",SEP,256.9,2002
SAN LUIS POTOSÍ,793.2,SEP,234.6,2002
SINALOA,489.3,SEP,169.2,2002
SONORA,228.3,SEP,41.5,2002
TABASCO,"2,297.2",SEP,362.4,2002
TAMAULIPAS,799.7,SEP,244.0,2002
TLAXCALA,624.8,SEP,194.4,2002
VERACRUZ,"1,495.6",SEP,209.0,2002
YUCATÁN,977.2,SEP,297.8,2002
ZACATECAS,581.6,SEP,107.8,2002
AGUASCALIENTES,613.4,OCT,51.3,2002
BAJA CALIFORNIA,85.3,OCT,0.3,2002
BAJA CALIFORNIA SUR,92.5,OCT,7.2,2002
CAMPECHE,"1,635.4",OCT,122.5,2002
COAHUILA,425.3,OCT,113.8,2002
COLIMA,956.6,OCT,174.0,2002
CHIAPAS,"2,088.0",OCT,221.5,2002
CHIHUAHUA,353.6,OCT,22.3,2002
DISTRITO FEDERAL,768.2,OCT,88.4,2002
DURANGO,379.3,OCT,34.3,2002
GUANAJUATO,810.5,OCT,49.6,2002
GUERRERO,"1,001.6",OCT,67.2,2002
HIDALGO,615.9,OCT,83.2,2002
JALISCO,792.2,OCT,61.6,2002
ESTADO DE MÉXICO,703.5,OCT,72.9,2002
MICHOACÁN,941.2,OCT,84.1,2002
MORELOS,785.2,OCT,90.2,2002
NAYARIT,"1,044.0",OCT,115.6,2002
NUEVO LEÓN,703.9,OCT,114.9,2002
OAXACA,"1,496.4",OCT,146.8,2002
PUEBLA,"1,280.7",OCT,172.9,2002
QUERÉTARO,541.1,OCT,73.5,2002
QUINTANA ROO,"1,537.7",OCT,164.2,2002
SAN LUIS POTOSÍ,793.2,OCT,126.7,2002
SINALOA,489.3,OCT,25.1,2002
SONORA,228.3,OCT,1.9,2002
TABASCO,"2,297.2",OCT,168.7,2002
TAMAULIPAS,799.7,OCT,174.5,2002
TLAXCALA,624.8,OCT,73.1,2002
VERACRUZ,"1,495.6",OCT,201.4,2002
YUCATÁN,977.2,OCT,82.2,2002
ZACATECAS,581.6,OCT,58.4,2002
AGUASCALIENTES,613.4,NOV,19.2,2002
BAJA CALIFORNIA,85.3,NOV,10.5,2002
BAJA CALIFORNIA SUR,92.5,NOV,13.5,2002
CAMPECHE,"1,635.4",NOV,72.3,2002
COAHUILA,425.3,NOV,17.6,2002
COLIMA,956.6,NOV,76.4,2002
CHIAPAS,"2,088.0",NOV,158.9,2002
CHIHUAHUA,353.6,NOV,2.7,2002
DISTRITO FEDERAL,768.2,NOV,23.4,2002
DURANGO,379.3,NOV,23.7,2002
GUANAJUATO,810.5,NOV,41.5,2002
GUERRERO,"1,001.6",NOV,123.1,2002
HIDALGO,615.9,NOV,44.7,2002
JALISCO,792.2,NOV,31.0,2002
ESTADO DE MÉXICO,703.5,NOV,37.2,2002
MICHOACÁN,941.2,NOV,77.4,2002
MORELOS,785.2,NOV,29.5,2002
NAYARIT,"1,044.0",NOV,26.7,2002
NUEVO LEÓN,703.9,NOV,11.9,2002
OAXACA,"1,496.4",NOV,116.1,2002
PUEBLA,"1,280.7",NOV,61.3,2002
QUERÉTARO,541.1,NOV,32.1,2002
QUINTANA ROO,"1,537.7",NOV,227.1,2002
SAN LUIS POTOSÍ,793.2,NOV,38.9,2002
SINALOA,489.3,NOV,7.6,2002
SONORA,228.3,NOV,7.6,2002
TABASCO,"2,297.2",NOV,361.5,2002
TAMAULIPAS,799.7,NOV,66.3,2002
TLAXCALA,624.8,NOV,13.5,2002
VERACRUZ,"1,495.6",NOV,141.6,2002
YUCATÁN,977.2,NOV,22.0,2002
ZACATECAS,581.6,NOV,18.6,2002
AGUASCALIENTES,613.4,DIC,0.0,2002
BAJA CALIFORNIA,85.3,DIC,34.3,2002
BAJA CALIFORNIA SUR,92.5,DIC,7.0,2002
CAMPECHE,"1,635.4",DIC,51.1,2002
COAHUILA,425.3,DIC,2.6,2002
COLIMA,956.6,DIC,0.1,2002
CHIAPAS,"2,088.0",DIC,66.5,2002
CHIHUAHUA,353.6,DIC,18.9,2002
DISTRITO FEDERAL,768.2,DIC,0.7,2002
DURANGO,379.3,DIC,0.3,2002
GUANAJUATO,810.5,DIC,0.3,2002
GUERRERO,"1,001.6",DIC,0.1,2002
HIDALGO,615.9,DIC,7.8,2002
JALISCO,792.2,DIC,0.5,2002
ESTADO DE MÉXICO,703.5,DIC,0.3,2002
MICHOACÁN,941.2,DIC,2.1,2002
MORELOS,785.2,DIC,0.0,2002
NAYARIT,"1,044.0",DIC,2.2,2002
NUEVO LEÓN,703.9,DIC,1.4,2002
OAXACA,"1,496.4",DIC,20.8,2002
PUEBLA,"1,280.7",DIC,12.3,2002
QUERÉTARO,541.1,DIC,1.2,2002
QUINTANA ROO,"1,537.7",DIC,101.8,2002
SAN LUIS POTOSÍ,793.2,DIC,9.7,2002
SINALOA,489.3,DIC,11.7,2002
SONORA,228.3,DIC,26.2,2002
TABASCO,"2,297.2",DIC,154.2,2002
TAMAULIPAS,799.7,DIC,1.2,2002
TLAXCALA,624.8,DIC,0.1,2002
VERACRUZ,"1,495.6",DIC,41.5,2002
YUCATÁN,977.2,DIC,27.9,2002
ZACATECAS,581.6,DIC,0.1,2002
AGUASCALIENTES,567.2,ENE,4.9,2003
BAJA CALIFORNIA,331.8,ENE,2.1,2003
BAJA CALIFORNIA SUR,331.8,ENE,2.1,2003
CAMPECHE,491.7,ENE,8.8,2003
COAHUILA,491.7,ENE,8.8,2003
COLIMA,877.1,ENE,0.7,2003
CHIAPAS,"1,935.6",ENE,23.9,2003
CHIHUAHUA,374.8,ENE,6.8,2003
DISTRITO FEDERAL,768.0,ENE,0.3,2003
DURANGO,436.5,ENE,7.0,2003
GUANAJUATO,921.4,ENE,15.0,2003
GUERRERO,"1,040.5",ENE,0.3,2003
HIDALGO,624.0,ENE,15.0,2003
JALISCO,735.9,ENE,2.7,2003
ESTADO DE MÉXICO,708.0,ENE,2.1,2003
MICHOACÁN,872.3,ENE,10.7,2003
MORELOS,"1,099.6",ENE,0.0,2003
NAYARIT,"1,018.9",ENE,0.2,2003
NUEVO LEÓN,764.3,ENE,26.6,2003
OAXACA,"1,466.6",ENE,42.6,2003
PUEBLA,"1,596.0",ENE,33.8,2003
QUERÉTARO,803.3,ENE,6.4,2003
QUINTANA ROO,"1,552.6",ENE,31.6,2003
SAN LUIS POTOSÍ,875.9,ENE,25.3,2003
SINALOA,530.9,ENE,0.6,2003
SONORA,309.9,ENE,0.7,2003
TABASCO,"2,076.1",ENE,78.4,2003
TAMAULIPAS,873.8,ENE,14.5,2003
TLAXCALA,617.0,ENE,0.0,2003
VERACRUZ,"1,674.6",ENE,56.6,2003
YUCATÁN,851.5,ENE,5.1,2003
ZACATECAS,546.2,ENE,3.1,2003
AGUASCALIENTES,567.2,FEB,1.2,2003
BAJA CALIFORNIA,331.8,FEB,14.3,2003
BAJA CALIFORNIA SUR,331.8,FEB,14.3,2003
CAMPECHE,491.7,FEB,17.0,2003
COAHUILA,491.7,FEB,17.0,2003
COLIMA,877.1,FEB,0.0,2003
CHIAPAS,"1,935.6",FEB,13.5,2003
CHIHUAHUA,374.8,FEB,28.8,2003
DISTRITO FEDERAL,768.0,FEB,1.5,2003
DURANGO,436.5,FEB,11.7,2003
GUANAJUATO,921.4,FEB,3.0,2003
GUERRERO,"1,040.5",FEB,0.0,2003
HIDALGO,624.0,FEB,7.2,2003
JALISCO,735.9,FEB,1.6,2003
ESTADO DE MÉXICO,708.0,FEB,0.7,2003
MICHOACÁN,872.3,FEB,0.9,2003
MORELOS,"1,099.6",FEB,0.0,2003
NAYARIT,"1,018.9",FEB,8.5,2003
NUEVO LEÓN,764.3,FEB,7.7,2003
OAXACA,"1,466.6",FEB,9.5,2003
PUEBLA,"1,596.0",FEB,8.0,2003
QUERÉTARO,803.3,FEB,0.2,2003
QUINTANA ROO,"1,552.6",FEB,108.3,2003
SAN LUIS POTOSÍ,875.9,FEB,7.2,2003
SINALOA,530.9,FEB,23.4,2003
SONORA,309.9,FEB,37.5,2003
TABASCO,"2,076.1",FEB,36.3,2003
TAMAULIPAS,873.8,FEB,12.5,2003
TLAXCALA,617.0,FEB,0.0,2003
VERACRUZ,"1,674.6",FEB,13.4,2003
YUCATÁN,851.5,FEB,11.1,2003
ZACATECAS,546.2,FEB,5.3,2003
AGUASCALIENTES,567.2,MAR,0.0,2003
BAJA CALIFORNIA,331.8,MAR,1.5,2003
BAJA CALIFORNIA SUR,331.8,MAR,1.5,2003
CAMPECHE,491.7,MAR,9.7,2003
COAHUILA,491.7,MAR,9.7,2003
COLIMA,877.1,MAR,0.5,2003
CHIAPAS,"1,935.6",MAR,35.6,2003
CHIHUAHUA,374.8,MAR,0.8,2003
DISTRITO FEDERAL,768.0,MAR,14.0,2003
DURANGO,436.5,MAR,0.1,2003
GUANAJUATO,921.4,MAR,0.1,2003
GUERRERO,"1,040.5",MAR,1.4,2003
HIDALGO,624.0,MAR,4.1,2003
JALISCO,735.9,MAR,0.1,2003
ESTADO DE MÉXICO,708.0,MAR,5.0,2003
MICHOACÁN,872.3,MAR,0.4,2003
MORELOS,"1,099.6",MAR,6.1,2003
NAYARIT,"1,018.9",MAR,0.0,2003
NUEVO LEÓN,764.3,MAR,13.8,2003
OAXACA,"1,466.6",MAR,17.0,2003
PUEBLA,"1,596.0",MAR,14.9,2003
QUERÉTARO,803.3,MAR,0.3,2003
QUINTANA ROO,"1,552.6",MAR,41.0,2003
SAN LUIS POTOSÍ,875.9,MAR,7.2,2003
SINALOA,530.9,MAR,1.3,2003
SONORA,309.9,MAR,6.1,2003
TABASCO,"2,076.1",MAR,64.7,2003
TAMAULIPAS,873.8,MAR,23.7,2003
TLAXCALA,617.0,MAR,10.3,2003
VERACRUZ,"1,674.6",MAR,21.5,2003
YUCATÁN,851.5,MAR,56.2,2003
ZACATECAS,546.2,MAR,0.0,2003
AGUASCALIENTES,567.2,ABR,0.7,2003
BAJA CALIFORNIA,331.8,ABR,0.2,2003
BAJA CALIFORNIA SUR,331.8,ABR,0.2,2003
CAMPECHE,491.7,ABR,7.3,2003
COAHUILA,491.7,ABR,7.3,2003
COLIMA,877.1,ABR,0.0,2003
CHIAPAS,"1,935.6",ABR,26.5,2003
CHIHUAHUA,374.8,ABR,3.4,2003
DISTRITO FEDERAL,768.0,ABR,16.8,2003
DURANGO,436.5,ABR,2.0,2003
GUANAJUATO,921.4,ABR,2.1,2003
GUERRERO,"1,040.5",ABR,1.5,2003
HIDALGO,624.0,ABR,21.3,2003
JALISCO,735.9,ABR,0.4,2003
ESTADO DE MÉXICO,708.0,ABR,14.5,2003
MICHOACÁN,872.3,ABR,9.9,2003
MORELOS,"1,099.6",ABR,0.8,2003
NAYARIT,"1,018.9",ABR,0.0,2003
NUEVO LEÓN,764.3,ABR,18.1,2003
OAXACA,"1,466.6",ABR,9.8,2003
PUEBLA,"1,596.0",ABR,34.3,2003
QUERÉTARO,803.3,ABR,9.0,2003
QUINTANA ROO,"1,552.6",ABR,26.6,2003
SAN LUIS POTOSÍ,875.9,ABR,20.3,2003
SINALOA,530.9,ABR,1.3,2003
SONORA,309.9,ABR,2.0,2003
TABASCO,"2,076.1",ABR,22.6,2003
TAMAULIPAS,873.8,ABR,18.6,2003
TLAXCALA,617.0,ABR,34.6,2003
VERACRUZ,"1,674.6",ABR,34.1,2003
YUCATÁN,851.5,ABR,28.7,2003
ZACATECAS,546.2,ABR,1.3,2003
AGUASCALIENTES,567.2,MAY,10.2,2003
BAJA CALIFORNIA,331.8,MAY,0.0,2003
BAJA CALIFORNIA SUR,331.8,MAY,0.0,2003
CAMPECHE,491.7,MAY,56.4,2003
COAHUILA,491.7,MAY,56.4,2003
COLIMA,877.1,MAY,2.9,2003
CHIAPAS,"1,935.6",MAY,145.4,2003
CHIHUAHUA,374.8,MAY,11.0,2003
DISTRITO FEDERAL,768.0,MAY,17.0,2003
DURANGO,436.5,MAY,10.8,2003
GUANAJUATO,921.4,MAY,31.1,2003
GUERRERO,"1,040.5",MAY,16.7,2003
HIDALGO,624.0,MAY,32.9,2003
JALISCO,735.9,MAY,11.4,2003
ESTADO DE MÉXICO,708.0,MAY,17.6,2003
MICHOACÁN,872.3,MAY,18.8,2003
MORELOS,"1,099.6",MAY,24.2,2003
NAYARIT,"1,018.9",MAY,0.0,2003
NUEVO LEÓN,764.3,MAY,68.3,2003
OAXACA,"1,466.6",MAY,39.2,2003
PUEBLA,"1,596.0",MAY,64.8,2003
QUERÉTARO,803.3,MAY,18.4,2003
QUINTANA ROO,"1,552.6",MAY,67.0,2003
SAN LUIS POTOSÍ,875.9,MAY,39.3,2003
SINALOA,530.9,MAY,0.3,2003
SONORA,309.9,MAY,2.2,2003
TABASCO,"2,076.1",MAY,120.9,2003
TAMAULIPAS,873.8,MAY,38.5,2003
TLAXCALA,617.0,MAY,56.8,2003
VERACRUZ,"1,674.6",MAY,59.7,2003
YUCATÁN,851.5,MAY,40.0,2003
ZACATECAS,546.2,MAY,13.2,2003
AGUASCALIENTES,567.2,JUN,88.3,2003
BAJA CALIFORNIA,331.8,JUN,0.0,2003
BAJA CALIFORNIA SUR,331.8,JUN,0.0,2003
CAMPECHE,491.7,JUN,45.7,2003
COAHUILA,491.7,JUN,45.7,2003
COLIMA,877.1,JUN,190.0,2003
CHIAPAS,"1,935.6",JUN,314.6,2003
CHIHUAHUA,374.8,JUN,36.4,2003
DISTRITO FEDERAL,768.0,JUN,194.7,2003
DURANGO,436.5,JUN,61.5,2003
GUANAJUATO,921.4,JUN,141.3,2003
GUERRERO,"1,040.5",JUN,251.0,2003
HIDALGO,624.0,JUN,106.9,2003
JALISCO,735.9,JUN,150.9,2003
ESTADO DE MÉXICO,708.0,JUN,154.7,2003
MICHOACÁN,872.3,JUN,143.9,2003
MORELOS,"1,099.6",JUN,260.2,2003
NAYARIT,"1,018.9",JUN,85.8,2003
NUEVO LEÓN,764.3,JUN,79.4,2003
OAXACA,"1,466.6",JUN,346.6,2003
PUEBLA,"1,596.0",JUN,233.5,2003
QUERÉTARO,803.3,JUN,98.1,2003
QUINTANA ROO,"1,552.6",JUN,346.5,2003
SAN LUIS POTOSÍ,875.9,JUN,60.7,2003
SINALOA,530.9,JUN,16.8,2003
SONORA,309.9,JUN,10.0,2003
TABASCO,"2,076.1",JUN,217.4,2003
TAMAULIPAS,873.8,JUN,89.0,2003
TLAXCALA,617.0,JUN,176.3,2003
VERACRUZ,"1,674.6",JUN,208.7,2003
YUCATÁN,851.5,JUN,175.8,2003
ZACATECAS,546.2,JUN,100.3,2003
AGUASCALIENTES,567.2,JUL,178.9,2003
BAJA CALIFORNIA,331.8,JUL,18.5,2003
BAJA CALIFORNIA SUR,331.8,JUL,18.5,2003
CAMPECHE,491.7,JUL,95.3,2003
COAHUILA,491.7,JUL,95.3,2003
COLIMA,877.1,JUL,125.8,2003
CHIAPAS,"1,935.6",JUL,232.9,2003
