ENTIDAD,ANUAL,MESES,Prec,AÑO
SONORA,352.3,JUL,75.4,2000
TABASCO,"2,511.2",JUL,147.5,2000
TAMAULIPAS,837.4,JUL,19.8,2000
TLAXCALA,627.4,JUL,66.6,2000
VERACRUZ,"1,948.2",JUL,213.4,2000
YUCATÁN,843.5,JUL,99.5,2000
ZACATECAS,492.7,JUL,95.3,2000
AGUASCALIENTES,417.7,AGO,78.8,2000
BAJA CALIFORNIA,95.8,AGO,1.2,2000
BAJA CALIFORNIA SUR,105.3,AGO,32.3,2000
CAMPECHE,"1,406.4",AGO,300.9,2000
COAHUILA,388.0,AGO,25.9,2000
COLIMA,759.7,AGO,154.5,2000
CHIAPAS,"2,170.2",AGO,335.6,2000
CHIHUAHUA,306.6,AGO,39.1,2000
DISTRITO FEDERAL,762.9,AGO,163.4,2000
DURANGO,319.1,AGO,60.7,2000
GUANAJUATO,"1,080.5",AGO,653.3,2000
GUERRERO,816.9,AGO,124.1,2000
HIDALGO,591.1,AGO,107.0,2000
JALISCO,632.3,AGO,121.7,2000
ESTADO DE MÉXICO,667.8,AGO,125.5,2000
MICHOACÁN,797.4,AGO,149.6,2000
MORELOS,941.1,AGO,241.2,2000
NAYARIT,"1,149.4",AGO,238.7,2000
NUEVO LEÓN,453.1,AGO,39.8,2000
OAXACA,"1,677.1",AGO,378.8,2000
PUEBLA,"1,983.2",AGO,364.7,2000
QUERÉTARO,372.7,AGO,83.8,2000
QUINTANA ROO,"1,446.4",AGO,317.1,2000
SAN LUIS POTOSÍ,645.7,AGO,120.4,2000
SINALOA,691.9,AGO,151.0,2000
SONORA,352.3,AGO,60.2,2000
TABASCO,"2,511.2",AGO,333.8,2000
TAMAULIPAS,837.4,AGO,128.9,2000
TLAXCALA,627.4,AGO,107.5,2000
VERACRUZ,"1,948.2",AGO,377.3,2000
YUCATÁN,843.5,AGO,164.3,2000
ZACATECAS,492.7,AGO,99.7,2000
AGUASCALIENTES,417.7,SEP,28.9,2000
BAJA CALIFORNIA,95.8,SEP,1.1,2000
BAJA CALIFORNIA SUR,105.3,SEP,30.8,2000
CAMPECHE,"1,406.4",SEP,257.2,2000
COAHUILA,388.0,SEP,48.1,2000
COLIMA,759.7,SEP,276.2,2000
CHIAPAS,"2,170.2",SEP,401.4,2000
CHIHUAHUA,306.6,SEP,24.4,2000
DISTRITO FEDERAL,762.9,SEP,99.8,2000
DURANGO,319.1,SEP,48.0,2000
GUANAJUATO,"1,080.5",SEP,65.1,2000
GUERRERO,816.9,SEP,232.1,2000
HIDALGO,591.1,SEP,77.8,2000
JALISCO,632.3,SEP,114.8,2000
ESTADO DE MÉXICO,667.8,SEP,99.3,2000
MICHOACÁN,797.4,SEP,122.5,2000
MORELOS,941.1,SEP,156.1,2000
NAYARIT,"1,149.4",SEP,228.6,2000
NUEVO LEÓN,453.1,SEP,75.8,2000
OAXACA,"1,677.1",SEP,244.7,2000
PUEBLA,"1,983.2",SEP,245.2,2000
QUERÉTARO,372.7,SEP,58.4,2000
QUINTANA ROO,"1,446.4",SEP,284.0,2000
SAN LUIS POTOSÍ,645.7,SEP,103.9,2000
SINALOA,691.9,SEP,104.6,2000
SONORA,352.3,SEP,39.6,2000
TABASCO,"2,511.2",SEP,434.3,2000
TAMAULIPAS,837.4,SEP,67.5,2000
TLAXCALA,627.4,SEP,64.2,2000
VERACRUZ,"1,948.2",SEP,288.5,2000
YUCATÁN,843.5,SEP,124.4,2000
ZACATECAS,492.7,SEP,42.4,2000
AGUASCALIENTES,417.7,OCT,16.4,2000
BAJA CALIFORNIA,95.8,OCT,11.4,2000
BAJA CALIFORNIA SUR,105.3,OCT,18.6,2000
CAMPECHE,"1,406.4",OCT,174.2,2000
COAHUILA,388.0,OCT,82.9,2000
COLIMA,759.7,OCT,61.4,2000
CHIAPAS,"2,170.2",OCT,219.4,2000
CHIHUAHUA,306.6,OCT,61.4,2000
DISTRITO FEDERAL,762.9,OCT,54.6,2000
DURANGO,319.1,OCT,36.3,2000
GUANAJUATO,"1,080.5",OCT,23.7,2000
GUERRERO,816.9,OCT,49.9,2000
HIDALGO,591.1,OCT,36.2,2000
JALISCO,632.3,OCT,56.8,2000
ESTADO DE MÉXICO,667.8,OCT,52.5,2000
MICHOACÁN,797.4,OCT,62.6,2000
MORELOS,941.1,OCT,69.4,2000
NAYARIT,"1,149.4",OCT,78.5,2000
NUEVO LEÓN,453.1,OCT,123.3,2000
OAXACA,"1,677.1",OCT,106.2,2000
PUEBLA,"1,983.2",OCT,139.3,2000
QUERÉTARO,372.7,OCT,16.3,2000
QUINTANA ROO,"1,446.4",OCT,226.9,2000
SAN LUIS POTOSÍ,645.7,OCT,61.8,2000
SINALOA,691.9,OCT,117.2,2000
SONORA,352.3,OCT,88.0,2000
TABASCO,"2,511.2",OCT,330.8,2000
TAMAULIPAS,837.4,OCT,179.3,2000
TLAXCALA,627.4,OCT,43.3,2000
VERACRUZ,"1,948.2",OCT,157.1,2000
YUCATÁN,843.5,OCT,96.0,2000
ZACATECAS,492.7,OCT,41.9,2000
AGUASCALIENTES,417.7,NOV,1.2,2000
BAJA CALIFORNIA,95.8,NOV,2.8,2000
BAJA CALIFORNIA SUR,105.3,NOV,6.8,2000
CAMPECHE,"1,406.4",NOV,74.1,2000
COAHUILA,388.0,NOV,42.9,2000
COLIMA,759.7,NOV,7.5,2000
CHIAPAS,"2,170.2",NOV,132.5,2000
CHIHUAHUA,306.6,NOV,26.7,2000
DISTRITO FEDERAL,762.9,NOV,12.3,2000
DURANGO,319.1,NOV,8.3,2000
GUANAJUATO,"1,080.5",NOV,4.9,2000
GUERRERO,816.9,NOV,1.1,2000
HIDALGO,591.1,NOV,23.7,2000
JALISCO,632.3,NOV,2.0,2000
ESTADO DE MÉXICO,667.8,NOV,9.1,2000
MICHOACÁN,797.4,NOV,12.4,2000
MORELOS,941.1,NOV,4.1,2000
NAYARIT,"1,149.4",NOV,2.1,2000
NUEVO LEÓN,453.1,NOV,19.8,2000
OAXACA,"1,677.1",NOV,80.8,2000
PUEBLA,"1,983.2",NOV,74.5,2000
QUERÉTARO,372.7,NOV,15.4,2000
QUINTANA ROO,"1,446.4",NOV,60.3,2000
SAN LUIS POTOSÍ,645.7,NOV,38.3,2000
SINALOA,691.9,NOV,43.9,2000
SONORA,352.3,NOV,16.7,2000
TABASCO,"2,511.2",NOV,215.7,2000
TAMAULIPAS,837.4,NOV,50.8,2000
TLAXCALA,627.4,NOV,14.4,2000
VERACRUZ,"1,948.2",NOV,128.0,2000
YUCATÁN,843.5,NOV,36.9,2000
ZACATECAS,492.7,NOV,3.6,2000
AGUASCALIENTES,417.7,DIC,9.3,2000
BAJA CALIFORNIA,95.8,DIC,1.3,2000
BAJA CALIFORNIA SUR,105.3,DIC,0.7,2000
CAMPECHE,"1,406.4",DIC,29.0,2000
COAHUILA,388.0,DIC,9.4,2000
COLIMA,759.7,DIC,7.0,2000
CHIAPAS,"2,170.2",DIC,77.8,2000
CHIHUAHUA,306.6,DIC,0.6,2000
DISTRITO FEDERAL,762.9,DIC,1.8,2000
DURANGO,319.1,DIC,1.0,2000
GUANAJUATO,"1,080.5",DIC,3.8,2000
GUERRERO,816.9,DIC,0.7,2000
HIDALGO,591.1,DIC,15.0,2000
JALISCO,632.3,DIC,9.3,2000
ESTADO DE MÉXICO,667.8,DIC,1.2,2000
MICHOACÁN,797.4,DIC,7.2,2000
MORELOS,941.1,DIC,1.3,2000
NAYARIT,"1,149.4",DIC,24.3,2000
NUEVO LEÓN,453.1,DIC,8.9,2000
OAXACA,"1,677.1",DIC,35.0,2000
PUEBLA,"1,983.2",DIC,85.7,2000
QUERÉTARO,372.7,DIC,0.0,2000
QUINTANA ROO,"1,446.4",DIC,110.7,2000
SAN LUIS POTOSÍ,645.7,DIC,17.3,2000
SINALOA,691.9,DIC,1.2,2000
SONORA,352.3,DIC,0.1,2000
TABASCO,"2,511.2",DIC,168.5,2000
TAMAULIPAS,837.4,DIC,44.1,2000
TLAXCALA,627.4,DIC,5.4,2000
VERACRUZ,"1,948.2",DIC,99.7,2000
YUCATÁN,843.5,DIC,12.3,2000
ZACATECAS,492.7,DIC,18.8,2000
AGUASCALIENTES,399.2,ENE,0.5,2001
BAJA CALIFORNIA,229.0,ENE,57.2,2001
BAJA CALIFORNIA SUR,158.8,ENE,1.9,2001
CAMPECHE,"1,488.0",ENE,14.7,2001
COAHUILA,305.1,ENE,15.0,2001
COLIMA,715.3,ENE,3.5,2001
CHIAPAS,"2,269.9",ENE,23.0,2001
CHIHUAHUA,322.9,ENE,9.4,2001
DISTRITO FEDERAL,823.6,ENE,2.3,2001
DURANGO,251.0,ENE,1.6,2001
GUANAJUATO,717.2,ENE,4.9,2001
GUERRERO,"1,028.4",ENE,2.3,2001
HIDALGO,651.2,ENE,9.1,2001
JALISCO,670.7,ENE,2.4,2001
ESTADO DE MÉXICO,742.9,ENE,4.6,2001
MICHOACÁN,893.4,ENE,3.1,2001
MORELOS,"1,111.6",ENE,3.9,2001
NAYARIT,"1,025.4",ENE,2.3,2001
NUEVO LEÓN,590.1,ENE,14.0,2001
OAXACA,"1,737.6",ENE,14.8,2001
PUEBLA,"1,440.0",ENE,23.4,2001
QUERÉTARO,595.0,ENE,1.0,2001
QUINTANA ROO,"1,550.2",ENE,31.9,2001
SAN LUIS POTOSÍ,704.7,ENE,14.6,2001
SINALOA,528.6,ENE,5.0,2001
SONORA,343.0,ENE,21.8,2001
TABASCO,"2,451.4",ENE,57.4,2001
TAMAULIPAS,756.1,ENE,13.2,2001
TLAXCALA,679.3,ENE,0.3,2001
VERACRUZ,"1,980.7",ENE,56.3,2001
YUCATÁN,877.7,ENE,10.5,2001
ZACATECAS,490.8,ENE,1.4,2001
AGUASCALIENTES,399.2,FEB,0.5,2001
BAJA CALIFORNIA,229.0,FEB,56.1,2001
BAJA CALIFORNIA SUR,158.8,FEB,0.2,2001
CAMPECHE,"1,488.0",FEB,93.5,2001
COAHUILA,305.1,FEB,10.2,2001
COLIMA,715.3,FEB,0.0,2001
CHIAPAS,"2,269.9",FEB,107.5,2001
CHIHUAHUA,322.9,FEB,18.1,2001
DISTRITO FEDERAL,823.6,FEB,8.5,2001
DURANGO,251.0,FEB,0.4,2001
GUANAJUATO,717.2,FEB,2.6,2001
GUERRERO,"1,028.4",FEB,0.1,2001
HIDALGO,651.2,FEB,34.1,2001
JALISCO,670.7,FEB,2.2,2001
ESTADO DE MÉXICO,742.9,FEB,6.2,2001
MICHOACÁN,893.4,FEB,4.2,2001
MORELOS,"1,111.6",FEB,0.8,2001
NAYARIT,"1,025.4",FEB,1.4,2001
NUEVO LEÓN,590.1,FEB,16.6,2001
OAXACA,"1,737.6",FEB,33.0,2001
PUEBLA,"1,440.0",FEB,40.8,2001
QUERÉTARO,595.0,FEB,10.3,2001
QUINTANA ROO,"1,550.2",FEB,17.2,2001
SAN LUIS POTOSÍ,704.7,FEB,12.2,2001
SINALOA,528.6,FEB,12.1,2001
SONORA,343.0,FEB,10.1,2001
TABASCO,"2,451.4",FEB,245.5,2001
TAMAULIPAS,756.1,FEB,24.5,2001
TLAXCALA,679.3,FEB,7.0,2001
VERACRUZ,"1,980.7",FEB,53.6,2001
YUCATÁN,877.7,FEB,38.6,2001
ZACATECAS,490.8,FEB,1.1,2001
AGUASCALIENTES,399.2,MAR,17.8,2001
BAJA CALIFORNIA,229.0,MAR,17.6,2001
BAJA CALIFORNIA SUR,158.8,MAR,4.3,2001
CAMPECHE,"1,488.0",MAR,4.1,2001
COAHUILA,305.1,MAR,24.7,2001
COLIMA,715.3,MAR,16.6,2001
CHIAPAS,"2,269.9",MAR,22.1,2001
CHIHUAHUA,322.9,MAR,5.5,2001
DISTRITO FEDERAL,823.6,MAR,8.5,2001
DURANGO,251.0,MAR,11.6,2001
GUANAJUATO,717.2,MAR,6.6,2001
GUERRERO,"1,028.4",MAR,24.4,2001
HIDALGO,651.2,MAR,15.0,2001
JALISCO,670.7,MAR,9.4,2001
ESTADO DE MÉXICO,742.9,MAR,16.3,2001
MICHOACÁN,893.4,MAR,13.3,2001
MORELOS,"1,111.6",MAR,20.9,2001
NAYARIT,"1,025.4",MAR,26.1,2001
NUEVO LEÓN,590.1,MAR,22.0,2001
OAXACA,"1,737.6",MAR,41.6,2001
PUEBLA,"1,440.0",MAR,43.7,2001
QUERÉTARO,595.0,MAR,3.7,2001
QUINTANA ROO,"1,550.2",MAR,40.6,2001
SAN LUIS POTOSÍ,704.7,MAR,14.1,2001
SINALOA,528.6,MAR,24.0,2001
SONORA,343.0,MAR,5.0,2001
TABASCO,"2,451.4",MAR,32.3,2001
TAMAULIPAS,756.1,MAR,19.9,2001
TLAXCALA,679.3,MAR,7.7,2001
VERACRUZ,"1,980.7",MAR,62.8,2001
YUCATÁN,877.7,MAR,10.8,2001
ZACATECAS,490.8,MAR,14.1,2001
AGUASCALIENTES,399.2,ABR,16.7,2001
BAJA CALIFORNIA,229.0,ABR,22.1,2001
BAJA CALIFORNIA SUR,158.8,ABR,2.2,2001
CAMPECHE,"1,488.0",ABR,35.6,2001
COAHUILA,305.1,ABR,16.5,2001
COLIMA,715.3,ABR,0.0,2001
CHIAPAS,"2,269.9",ABR,100.9,2001
CHIHUAHUA,322.9,ABR,5.9,2001
DISTRITO FEDERAL,823.6,ABR,55.9,2001
DURANGO,251.0,ABR,11.9,2001
GUANAJUATO,717.2,ABR,17.8,2001
GUERRERO,"1,028.4",ABR,12.7,2001
HIDALGO,651.2,ABR,25.9,2001
JALISCO,670.7,ABR,4.1,2001
ESTADO DE MÉXICO,742.9,ABR,40.5,2001
MICHOACÁN,893.4,ABR,24.9,2001
MORELOS,"1,111.6",ABR,20.4,2001
NAYARIT,"1,025.4",ABR,0.0,2001
NUEVO LEÓN,590.1,ABR,25.8,2001
OAXACA,"1,737.6",ABR,25.6,2001
PUEBLA,"1,440.0",ABR,63.4,2001
QUERÉTARO,595.0,ABR,15.9,2001
QUINTANA ROO,"1,550.2",ABR,38.9,2001
SAN LUIS POTOSÍ,704.7,ABR,27.8,2001
SINALOA,528.6,ABR,0.0,2001
SONORA,343.0,ABR,7.8,2001
TABASCO,"2,451.4",ABR,10.8,2001
TAMAULIPAS,756.1,ABR,54.4,2001
TLAXCALA,679.3,ABR,34.0,2001
VERACRUZ,"1,980.7",ABR,60.6,2001
YUCATÁN,877.7,ABR,30.3,2001
ZACATECAS,490.8,ABR,15.8,2001
AGUASCALIENTES,399.2,MAY,17.2,2001
BAJA CALIFORNIA,229.0,MAY,0.3,2001
BAJA CALIFORNIA SUR,158.8,MAY,0.4,2001
CAMPECHE,"1,488.0",MAY,116.0,2001
COAHUILA,305.1,MAY,22.8,2001
COLIMA,715.3,MAY,2.9,2001
CHIAPAS,"2,269.9",MAY,276.0,2001
CHIHUAHUA,322.9,MAY,11.4,2001
DISTRITO FEDERAL,823.6,MAY,58.0,2001
DURANGO,251.0,MAY,8.8,2001
GUANAJUATO,717.2,MAY,44.4,2001
GUERRERO,"1,028.4",MAY,52.1,2001
HIDALGO,651.2,MAY,57.1,2001
JALISCO,670.7,MAY,25.7,2001
ESTADO DE MÉXICO,742.9,MAY,55.1,2001
MICHOACÁN,893.4,MAY,73.0,2001
MORELOS,"1,111.6",MAY,54.3,2001
NAYARIT,"1,025.4",MAY,0.0,2001
NUEVO LEÓN,590.1,MAY,41.4,2001
OAXACA,"1,737.6",MAY,121.9,2001
PUEBLA,"1,440.0",MAY,75.8,2001
QUERÉTARO,595.0,MAY,34.9,2001
QUINTANA ROO,"1,550.2",MAY,302.9,2001
SAN LUIS POTOSÍ,704.7,MAY,56.8,2001
SINALOA,528.6,MAY,1.1,2001
SONORA,343.0,MAY,2.2,2001
TABASCO,"2,451.4",MAY,163.0,2001
TAMAULIPAS,756.1,MAY,45.7,2001
TLAXCALA,679.3,MAY,86.7,2001
VERACRUZ,"1,980.7",MAY,162.2,2001
YUCATÁN,877.7,MAY,57.7,2001
ZACATECAS,490.8,MAY,29.2,2001
AGUASCALIENTES,399.2,JUN,64.6,2001
BAJA CALIFORNIA,229.0,JUN,0.0,2001
BAJA CALIFORNIA SUR,158.8,JUN,0.1,2001
CAMPECHE,"1,488.0",JUN,225.9,2001
COAHUILA,305.1,JUN,26.2,2001
COLIMA,715.3,JUN,71.5,2001
CHIAPAS,"2,269.9",JUN,169.3,2001
CHIHUAHUA,322.9,JUN,34.7,2001
DISTRITO FEDERAL,823.6,JUN,148.8,2001
DURANGO,251.0,JUN,27.6,2001
GUANAJUATO,717.2,JUN,161.4,2001
GUERRERO,"1,028.4",JUN,161.7,2001
HIDALGO,651.2,JUN,73.0,2001
JALISCO,670.7,JUN,129.2,2001
ESTADO DE MÉXICO,742.9,JUN,143.7,2001
MICHOACÁN,893.4,JUN,157.5,2001
MORELOS,"1,111.6",JUN,226.6,2001
NAYARIT,"1,025.4",JUN,117.4,2001
NUEVO LEÓN,590.1,JUN,57.6,2001
OAXACA,"1,737.6",JUN,286.0,2001
PUEBLA,"1,440.0",JUN,207.4,2001
QUERÉTARO,595.0,JUN,111.2,2001
QUINTANA ROO,"1,550.2",JUN,39.8,2001
SAN LUIS POTOSÍ,704.7,JUN,96.6,2001
SINALOA,528.6,JUN,42.0,2001
SONORA,343.0,JUN,20.3,2001
TABASCO,"2,451.4",JUN,123.1,2001
TAMAULIPAS,756.1,JUN,82.7,2001
TLAXCALA,679.3,JUN,149.4,2001
VERACRUZ,"1,980.7",JUN,205.6,2001
YUCATÁN,877.7,JUN,82.0,2001
ZACATECAS,490.8,JUN,74.2,2001
AGUASCALIENTES,399.2,JUL,80.7,2001
BAJA CALIFORNIA,229.0,JUL,2.5,2001
BAJA CALIFORNIA SUR,158.8,JUL,14.0,2001
CAMPECHE,"1,488.0",JUL,237.6,2001
COAHUILA,305.1,JUL,23.4,2001
COLIMA,715.3,JUL,158.5,2001
CHIAPAS,"2,269.9",JUL,285.5,2001
CHIHUAHUA,322.9,JUL,110.2,2001
DISTRITO FEDERAL,823.6,JUL,162.0,2001
DURANGO,251.0,JUL,70.7,2001
GUANAJUATO,717.2,JUL,162.2,2001
GUERRERO,"1,028.4",JUL,275.7,2001
HIDALGO,651.2,JUL,109.5,2001
JALISCO,670.7,JUL,180.6,2001
ESTADO DE MÉXICO,742.9,JUL,146.8,2001
MICHOACÁN,893.4,JUL,221.1,2001
MORELOS,"1,111.6",JUL,225.1,2001
NAYARIT,"1,025.4",JUL,276.7,2001
NUEVO LEÓN,590.1,JUL,41.2,2001
OAXACA,"1,737.6",JUL,328.4,2001
PUEBLA,"1,440.0",JUL,221.9,2001
QUERÉTARO,595.0,JUL,124.8,2001
QUINTANA ROO,"1,550.2",JUL,75.0,2001
SAN LUIS POTOSÍ,704.7,JUL,68.0,2001
SINALOA,528.6,JUL,155.4,2001
SONORA,343.0,JUL,93.1,2001
TABASCO,"2,451.4",JUL,186.3,2001
TAMAULIPAS,756.1,JUL,59.4,2001
TLAXCALA,679.3,JUL,150.0,2001
VERACRUZ,"1,980.7",JUL,236.2,2001
YUCATÁN,877.7,JUL,143.0,2001
ZACATECAS,490.8,JUL,118.0,2001
AGUASCALIENTES,399.2,AGO,93.5,2001
BAJA CALIFORNIA,229.0,AGO,0.0,2001
BAJA CALIFORNIA SUR,158.8,AGO,28.4,2001
CAMPECHE,"1,488.0",AGO,182.0,2001
COAHUILA,305.1,AGO,40.9,2001
COLIMA,715.3,AGO,255.9,2001
CHIAPAS,"2,269.9",AGO,346.9,2001
CHIHUAHUA,322.9,AGO,79.1,2001
DISTRITO FEDERAL,823.6,AGO,162.1,2001
DURANGO,251.0,AGO,61.3,2001
GUANAJUATO,717.2,AGO,177.7,2001
GUERRERO,"1,028.4",AGO,174.0,2001
HIDALGO,651.2,AGO,95.4,2001
JALISCO,670.7,AGO,175.6,2001
ESTADO DE MÉXICO,742.9,AGO,153.3,2001
MICHOACÁN,893.4,AGO,193.8,2001
MORELOS,"1,111.6",AGO,247.2,2001
NAYARIT,"1,025.4",AGO,334.6,2001
NUEVO LEÓN,590.1,AGO,61.0,2001
OAXACA,"1,737.6",AGO,313.7,2001
PUEBLA,"1,440.0",AGO,239.6,2001
QUERÉTARO,595.0,AGO,122.6,2001
QUINTANA ROO,"1,550.2",AGO,317.2,2001
SAN LUIS POTOSÍ,704.7,AGO,120.7,2001
SINALOA,528.6,AGO,148.8,2001
SONORA,343.0,AGO,59.3,2001
TABASCO,"2,451.4",AGO,318.0,2001
TAMAULIPAS,756.1,AGO,132.1,2001
TLAXCALA,679.3,AGO,78.7,2001
VERACRUZ,"1,980.7",AGO,323.6,2001
YUCATÁN,877.7,AGO,151.3,2001
ZACATECAS,490.8,AGO,126.5,2001
AGUASCALIENTES,399.2,SEP,93.8,2001
BAJA CALIFORNIA,229.0,SEP,1.3,2001
BAJA CALIFORNIA SUR,158.8,SEP,94.6,2001
CAMPECHE,"1,488.0",SEP,157.2,2001
COAHUILA,305.1,SEP,81.9,2001
COLIMA,715.3,SEP,140.0,2001
CHIAPAS,"2,269.9",SEP,426.1,2001
CHIHUAHUA,322.9,SEP,32.6,2001
DISTRITO FEDERAL,823.6,SEP,163.0,2001
DURANGO,251.0,SEP,32.6,2001
GUANAJUATO,717.2,SEP,89.7,2001
GUERRERO,"1,028.4",SEP,264.1,2001
HIDALGO,651.2,SEP,138.4,2001
JALISCO,670.7,SEP,99.3,2001
ESTADO DE MÉXICO,742.9,SEP,135.0,2001
MICHOACÁN,893.4,SEP,139.3,2001
MORELOS,"1,111.6",SEP,253.1,2001
NAYARIT,"1,025.4",SEP,230.9,2001
NUEVO LEÓN,590.1,SEP,213.0,2001
OAXACA,"1,737.6",SEP,318.1,2001
PUEBLA,"1,440.0",SEP,282.8,2001
QUERÉTARO,595.0,SEP,65.1,2001
QUINTANA ROO,"1,550.2",SEP,216.9,2001
SAN LUIS POTOSÍ,704.7,SEP,190.3,2001
SINALOA,528.6,SEP,108.8,2001
SONORA,343.0,SEP,107.0,2001
TABASCO,"2,451.4",SEP,395.4,2001
TAMAULIPAS,756.1,SEP,207.9,2001
TLAXCALA,679.3,SEP,122.2,2001
VERACRUZ,"1,980.7",SEP,327.2,2001
YUCATÁN,877.7,SEP,148.5,2001
ZACATECAS,490.8,SEP,88.0,2001
AGUASCALIENTES,399.2,OCT,9.4,2001
BAJA CALIFORNIA,229.0,OCT,43.9,2001
BAJA CALIFORNIA SUR,158.8,OCT,10.6,2001
CAMPECHE,"1,488.0",OCT,230.9,2001
COAHUILA,305.1,OCT,12.7,2001
COLIMA,715.3,OCT,66.4,2001
CHIAPAS,"2,269.9",OCT,279.7,2001
CHIHUAHUA,322.9,OCT,7.0,2001
DISTRITO FEDERAL,823.6,OCT,43.7,2001
DURANGO,251.0,OCT,16.9,2001
GUANAJUATO,717.2,OCT,42.3,2001
GUERRERO,"1,028.4",OCT,50.0,2001
HIDALGO,651.2,OCT,79.7,2001
JALISCO,670.7,OCT,35.8,2001
ESTADO DE MÉXICO,742.9,OCT,34.2,2001
MICHOACÁN,893.4,OCT,54.2,2001
MORELOS,"1,111.6",OCT,55.9,2001
NAYARIT,"1,025.4",OCT,28.5,2001
NUEVO LEÓN,590.1,OCT,41.0,2001
OAXACA,"1,737.6",OCT,200.4,2001
PUEBLA,"1,440.0",OCT,163.8,2001
QUERÉTARO,595.0,OCT,48.0,2001
QUINTANA ROO,"1,550.2",OCT,233.1,2001
SAN LUIS POTOSÍ,704.7,OCT,63.9,2001
SINALOA,528.6,OCT,20.2,2001
SONORA,343.0,OCT,10.4,2001
TABASCO,"2,451.4",OCT,468.3,2001
TAMAULIPAS,756.1,OCT,28.2,2001
TLAXCALA,679.3,OCT,26.1,2001
VERACRUZ,"1,980.7",OCT,328.7,2001
YUCATÁN,877.7,OCT,114.5,2001
ZACATECAS,490.8,OCT,14.9,2001
AGUASCALIENTES,399.2,NOV,1.1,2001
BAJA CALIFORNIA,229.0,NOV,10.4,2001
BAJA CALIFORNIA SUR,158.8,NOV,1.5,2001
CAMPECHE,"1,488.0",NOV,79.1,2001
COAHUILA,305.1,NOV,17.8,2001
COLIMA,715.3,NOV,0.0,2001
CHIAPAS,"2,269.9",NOV,94.4,2001
CHIHUAHUA,322.9,NOV,6.1,2001
DISTRITO FEDERAL,823.6,NOV,7.3,2001
DURANGO,251.0,NOV,2.8,2001
GUANAJUATO,717.2,NOV,7.0,2001
GUERRERO,"1,028.4",NOV,0.6,2001
HIDALGO,651.2,NOV,12.2,2001
JALISCO,670.7,NOV,2.5,2001
ESTADO DE MÉXICO,742.9,NOV,6.3,2001
MICHOACÁN,893.4,NOV,6.0,2001
MORELOS,"1,111.6",NOV,0.3,2001
NAYARIT,"1,025.4",NOV,0.6,2001
NUEVO LEÓN,590.1,NOV,49.6,2001
OAXACA,"1,737.6",NOV,22.0,2001
PUEBLA,"1,440.0",NOV,47.1,2001
QUERÉTARO,595.0,NOV,48.0,2001
QUINTANA ROO,"1,550.2",NOV,88.9,2001
SAN LUIS POTOSÍ,704.7,NOV,35.6,2001
SINALOA,528.6,NOV,2.4,2001
SONORA,343.0,NOV,0.5,2001
TABASCO,"2,451.4",NOV,199.5,2001
TAMAULIPAS,756.1,NOV,75.2,2001
TLAXCALA,679.3,NOV,2.4,2001
VERACRUZ,"1,980.7",NOV,103.7,2001
YUCATÁN,877.7,NOV,40.6,2001
ZACATECAS,490.8,NOV,2.2,2001
AGUASCALIENTES,399.2,DIC,3.4,2001
BAJA CALIFORNIA,229.0,DIC,17.6,2001
BAJA CALIFORNIA SUR,158.8,DIC,0.6,2001
CAMPECHE,"1,488.0",DIC,111.4,2001
COAHUILA,305.1,DIC,13.0,2001
COLIMA,715.3,DIC,0.0,2001
CHIAPAS,"2,269.9",DIC,138.5,2001
CHIHUAHUA,322.9,DIC,2.9,2001
DISTRITO FEDERAL,823.6,DIC,3.5,2001
DURANGO,251.0,DIC,4.8,2001
GUANAJUATO,717.2,DIC,0.6,2001
GUERRERO,"1,028.4",DIC,10.7,2001
HIDALGO,651.2,DIC,1.8,2001
JALISCO,670.7,DIC,3.9,2001
ESTADO DE MÉXICO,742.9,DIC,0.9,2001
MICHOACÁN,893.4,DIC,3.0,2001
MORELOS,"1,111.6",DIC,3.1,2001
NAYARIT,"1,025.4",DIC,6.9,2001
NUEVO LEÓN,590.1,DIC,6.9,2001
OAXACA,"1,737.6",DIC,32.1,2001
PUEBLA,"1,440.0",DIC,30.3,2001
QUERÉTARO,595.0,DIC,9.5,2001
QUINTANA ROO,"1,550.2",DIC,147.8,2001
SAN LUIS POTOSÍ,704.7,DIC,4.1,2001
SINALOA,528.6,DIC,8.8,2001
SONORA,343.0,DIC,5.5,2001
TABASCO,"2,451.4",DIC,251.8,2001
TAMAULIPAS,756.1,DIC,12.9,2001
TLAXCALA,679.3,DIC,14.8,2001
VERACRUZ,"1,980.7",DIC,60.2,2001
YUCATÁN,877.7,DIC,49.9,2001
ZACATECAS,490.8,DIC,5.4,2001
AGUASCALIENTES,613.4,ENE,22.5,2002
BAJA CALIFORNIA,85.3,ENE,8.4,2002
BAJA CALIFORNIA SUR,92.5,ENE,0.8,2002
CAMPECHE,"1,635.4",ENE,68.8,2002
COAHUILA,425.3,ENE,1.1,2002
COLIMA,956.6,ENE,22.6,2002
CHIAPAS,"2,088.0",ENE,62.1,2002
CHIHUAHUA,353.6,ENE,9.6,2002
DISTRITO FEDERAL,768.2,ENE,8.5,2002
DURANGO,379.3,ENE,2.1,2002
GUANAJUATO,810.5,ENE,35.5,2002
GUERRERO,"1,001.6",ENE,16.9,2002
HIDALGO,615.9,ENE,17.9,2002
JALISCO,792.2,ENE,13.9,2002
ESTADO DE MÉXICO,703.5,ENE,12.5,2002
