ENTIDAD,ANUAL,MESES,Tmin,AÑO
DISTRITO FEDERAL,10.6,SEP,11.8,2012
DURANGO,9.2,SEP,12.5,2012
GUANAJUATO,10.7,SEP,13.1,2012
GUERRERO,18.7,SEP,20.1,2012
HIDALGO,10.4,SEP,12.8,2012
JALISCO,12.7,SEP,14.8,2012
ESTADO DE MÉXICO,7.4,SEP,10.9,2012
MICHOACÁN,11.8,SEP,14.4,2012
MORELOS,13.7,SEP,15.0,2012
NAYARIT,18.3,SEP,22.2,2012
NUEVO LEÓN,15.7,SEP,19.4,2012
OAXACA,18.4,SEP,20.5,2012
PUEBLA,10.5,SEP,12.5,2012
QUERÉTARO,11.5,SEP,13.4,2012
QUINTANA ROO,21.9,SEP,23.8,2012
SAN LUIS POTOSÍ,16.3,SEP,19.4,2012
SINALOA,17.3,SEP,22.9,2012
SONORA,13.6,SEP,20.5,2012
TABASCO,20.8,SEP,22.5,2012
TAMAULIPAS,18.8,SEP,22.1,2012
TLAXCALA,6.4,SEP,9.1,2012
VERACRUZ,17.8,SEP,19.6,2012
YUCATÁN,19.9,SEP,21.7,2012
ZACATECAS,8.5,SEP,11.2,2012
AGUASCALIENTES,9.1,OCT,9.2,2012
BAJA CALIFORNIA,12.8,OCT,14.6,2012
BAJA CALIFORNIA SUR,16.5,OCT,19.4,2012
CAMPECHE,20.8,OCT,21.2,2012
COAHUILA,15.3,OCT,15.9,2012
COLIMA,19.7,OCT,22.7,2012
CHIAPAS,18.5,OCT,19.5,2012
CHIHUAHUA,10.8,OCT,11.2,2012
DISTRITO FEDERAL,10.6,OCT,10.8,2012
DURANGO,9.2,OCT,10.0,2012
GUANAJUATO,10.7,OCT,10.8,2012
GUERRERO,18.7,OCT,19.6,2012
HIDALGO,10.4,OCT,10.1,2012
JALISCO,12.7,OCT,13.5,2012
ESTADO DE MÉXICO,7.4,OCT,7.3,2012
MICHOACÁN,11.8,OCT,13.4,2012
MORELOS,13.7,OCT,13.8,2012
NAYARIT,18.3,OCT,21.7,2012
NUEVO LEÓN,15.7,OCT,16.5,2012
OAXACA,18.4,OCT,20.0,2012
PUEBLA,10.5,OCT,10.2,2012
QUERÉTARO,11.5,OCT,11.1,2012
QUINTANA ROO,21.9,OCT,22.1,2012
SAN LUIS POTOSÍ,16.3,OCT,16.7,2012
SINALOA,17.3,OCT,19.8,2012
SONORA,13.6,OCT,15.0,2012
TABASCO,20.8,OCT,22.0,2012
TAMAULIPAS,18.8,OCT,19.3,2012
TLAXCALA,6.4,OCT,6.1,2012
VERACRUZ,17.8,OCT,18.0,2012
YUCATÁN,19.9,OCT,20.7,2012
ZACATECAS,8.5,OCT,9.0,2012
AGUASCALIENTES,9.1,NOV,7.2,2012
BAJA CALIFORNIA,12.8,NOV,10.1,2012
BAJA CALIFORNIA SUR,16.5,NOV,15.8,2012
CAMPECHE,20.8,NOV,17.4,2012
COAHUILA,15.3,NOV,11.4,2012
COLIMA,19.7,NOV,20.9,2012
CHIAPAS,18.5,NOV,16.5,2012
CHIHUAHUA,10.8,NOV,6.8,2012
DISTRITO FEDERAL,10.6,NOV,8.7,2012
DURANGO,9.2,NOV,6.5,2012
GUANAJUATO,10.7,NOV,8.0,2012
GUERRERO,18.7,NOV,17.7,2012
HIDALGO,10.4,NOV,8.5,2012
JALISCO,12.7,NOV,10.6,2012
ESTADO DE MÉXICO,7.4,NOV,5.1,2012
MICHOACÁN,11.8,NOV,10.2,2012
MORELOS,13.7,NOV,11.7,2012
NAYARIT,18.3,NOV,18.7,2012
NUEVO LEÓN,15.7,NOV,13.3,2012
OAXACA,18.4,NOV,16.6,2012
PUEBLA,10.5,NOV,8.5,2012
QUERÉTARO,11.5,NOV,9.5,2012
QUINTANA ROO,21.9,NOV,18.2,2012
SAN LUIS POTOSÍ,16.3,NOV,14.4,2012
SINALOA,17.3,NOV,15.9,2012
SONORA,13.6,NOV,10.9,2012
TABASCO,20.8,NOV,18.8,2012
TAMAULIPAS,18.8,NOV,15.7,2012
TLAXCALA,6.4,NOV,4.3,2012
VERACRUZ,17.8,NOV,15.7,2012
YUCATÁN,19.9,NOV,15.9,2012
ZACATECAS,8.5,NOV,6.3,2012
AGUASCALIENTES,9.1,DIC,4.7,2012
BAJA CALIFORNIA,12.8,DIC,7.6,2012
BAJA CALIFORNIA SUR,16.5,DIC,12.9,2012
CAMPECHE,20.8,DIC,18.9,2012
COAHUILA,15.3,DIC,7.7,2012
COLIMA,19.7,DIC,19.2,2012
CHIAPAS,18.5,DIC,16.5,2012
CHIHUAHUA,10.8,DIC,2.8,2012
DISTRITO FEDERAL,10.6,DIC,7.9,2012
DURANGO,9.2,DIC,3.4,2012
GUANAJUATO,10.7,DIC,6.5,2012
GUERRERO,18.7,DIC,17.1,2012
HIDALGO,10.4,DIC,6.7,2012
JALISCO,12.7,DIC,8.6,2012
ESTADO DE MÉXICO,7.4,DIC,4.2,2012
MICHOACÁN,11.8,DIC,7.8,2012
MORELOS,13.7,DIC,10.8,2012
NAYARIT,18.3,DIC,15.7,2012
NUEVO LEÓN,15.7,DIC,9.2,2012
OAXACA,18.4,DIC,16.2,2012
PUEBLA,10.5,DIC,7.7,2012
QUERÉTARO,11.5,DIC,7.6,2012
QUINTANA ROO,21.9,DIC,19.8,2012
SAN LUIS POTOSÍ,16.3,DIC,12.3,2012
SINALOA,17.3,DIC,12.5,2012
SONORA,13.6,DIC,5.9,2012
TABASCO,20.8,DIC,19.7,2012
TAMAULIPAS,18.8,DIC,13.5,2012
TLAXCALA,6.4,DIC,3.7,2012
VERACRUZ,17.8,DIC,15.6,2012
YUCATÁN,19.9,DIC,17.5,2012
ZACATECAS,8.5,DIC,3.6,2012
Aguascalientes,10.3,ENE,4.8,2019
Baja California,13.3,ENE,8.0,2019
Baja California Sur,17.4,ENE,12.1,2019
Campeche,21.7,ENE,17.2,2019
Coahuila,15.2,ENE,6.4,2019
Colima,21.0,ENE,18.6,2019
Chiapas,19.3,ENE,16.4,2019
Chihuahua,10.3,ENE,1.8,2019
Ciudad de México,12.1,ENE,8.1,2019
Durango,9.7,ENE,2.6,2019
Guanajuato,11.3,ENE,6.4,2019
Guerrero,18.6,ENE,15.9,2019
Hidalgo,12.2,ENE,7.5,2019
Jalisco,13.4,ENE,7.9,2019
Estado de México,7.5,ENE,3.0,2019
Michoacán,12.5,ENE,8.1,2019
Morelos,14.8,ENE,10.1,2019
Nayarit,19.2,ENE,14.6,2019
Nuevo León,15.3,ENE,6.9,2019
Oaxaca,17.2,ENE,13.9,2019
Puebla,11.2,ENE,6.9,2019
Querétaro,13.1,ENE,8.5,2019
Quintana Roo,22.9,ENE,18.3,2019
San Luis Potosí,17.5,ENE,11.9,2019
Sinaloa,18.0,ENE,11.6,2019
Sonora,14.1,ENE,6.0,2019
Tabasco,22.4,ENE,18.8,2019
Tamaulipas,18.9,ENE,11.3,2019
Tlaxcala,7.4,ENE,2.2,2019
Veracruz,17.5,ENE,13.6,2019
Yucatán,20.8,ENE,16.1,2019
Zacatecas,9.7,ENE,3.9,2019
Aguascalientes,10.3,FEB,7.1,2019
Baja California,13.3,FEB,6.5,2019
Baja California Sur,17.4,FEB,12.1,2019
Campeche,21.7,FEB,20.0,2019
Coahuila,15.2,FEB,9.6,2019
Colima,21.0,FEB,18.0,2019
Chiapas,19.3,FEB,17.4,2019
Chihuahua,10.3,FEB,4.1,2019
Ciudad de México,12.1,FEB,10.6,2019
Durango,9.7,FEB,5.4,2019
Guanajuato,11.3,FEB,8.0,2019
Guerrero,18.6,FEB,16.7,2019
Hidalgo,12.2,FEB,10.2,2019
Jalisco,13.4,FEB,9.5,2019
Estado de México,7.5,FEB,4.7,2019
Michoacán,12.5,FEB,9.8,2019
Morelos,14.8,FEB,12.6,2019
Nayarit,19.2,FEB,15.2,2019
Nuevo León,15.3,FEB,10.3,2019
Oaxaca,17.2,FEB,16.8,2019
Puebla,11.2,FEB,9.5,2019
Querétaro,13.1,FEB,10.3,2019
Quintana Roo,22.9,FEB,21.5,2019
San Luis Potosí,17.5,FEB,14.2,2019
Sinaloa,18.0,FEB,12.0,2019
Sonora,14.1,FEB,6.2,2019
Tabasco,22.4,FEB,20.7,2019
Tamaulipas,18.9,FEB,14.4,2019
Tlaxcala,7.4,FEB,4.8,2019
Veracruz,17.5,FEB,15.9,2019
Yucatán,20.8,FEB,18.8,2019
Zacatecas,9.7,FEB,6.2,2019
Aguascalientes,10.3,MAR,8.7,2019
Baja California,13.3,MAR,9.0,2019
Baja California Sur,17.4,MAR,13.0,2019
Campeche,21.7,MAR,20.2,2019
Coahuila,15.2,MAR,12.1,2019
Colima,21.0,MAR,18.3,2019
Chiapas,19.3,MAR,18.2,2019
Chihuahua,10.3,MAR,6.9,2019
Ciudad de México,12.1,MAR,11.4,2019
Durango,9.7,MAR,7.1,2019
Guanajuato,11.3,MAR,10.3,2019
Guerrero,18.6,MAR,18.2,2019
Hidalgo,12.2,MAR,10.8,2019
Jalisco,13.4,MAR,10.9,2019
Estado de México,7.5,MAR,6.2,2019
Michoacán,12.5,MAR,11.3,2019
Morelos,14.8,MAR,15.4,2019
Nayarit,19.2,MAR,14.4,2019
Nuevo León,15.3,MAR,12.7,2019
Oaxaca,17.2,MAR,16.5,2019
Puebla,11.2,MAR,10.4,2019
Querétaro,13.1,MAR,12.0,2019
Quintana Roo,22.9,MAR,21.2,2019
San Luis Potosí,17.5,MAR,15.3,2019
Sinaloa,18.0,MAR,12.8,2019
Sonora,14.1,MAR,9.2,2019
Tabasco,22.4,MAR,20.8,2019
Tamaulipas,18.9,MAR,16.3,2019
Tlaxcala,7.4,MAR,6.3,2019
Veracruz,17.5,MAR,16.1,2019
Yucatán,20.8,MAR,19.0,2019
Zacatecas,9.7,MAR,7.7,2019
Aguascalientes,10.3,ABR,9.4,2019
Baja California,13.3,ABR,13.2,2019
Baja California Sur,17.4,ABR,15.3,2019
Campeche,21.7,ABR,21.8,2019
Coahuila,15.2,ABR,14.5,2019
Colima,21.0,ABR,17.5,2019
Chiapas,19.3,ABR,19.0,2019
Chihuahua,10.3,ABR,8.7,2019
Ciudad de México,12.1,ABR,12.9,2019
Durango,9.7,ABR,8.3,2019
Guanajuato,11.3,ABR,10.9,2019
Guerrero,18.6,ABR,18.1,2019
Hidalgo,12.2,ABR,12.3,2019
Jalisco,13.4,ABR,11.2,2019
Estado de México,7.5,ABR,7.1,2019
Michoacán,12.5,ABR,11.3,2019
Morelos,14.8,ABR,15.3,2019
Nayarit,19.2,ABR,15.8,2019
Nuevo León,15.3,ABR,14.0,2019
Oaxaca,17.2,ABR,17.4,2019
Puebla,11.2,ABR,11.5,2019
Querétaro,13.1,ABR,13.6,2019
Quintana Roo,22.9,ABR,22.7,2019
San Luis Potosí,17.5,ABR,16.5,2019
Sinaloa,18.0,ABR,14.6,2019
Sonora,14.1,ABR,11.5,2019
Tabasco,22.4,ABR,22.1,2019
Tamaulipas,18.9,ABR,17.7,2019
Tlaxcala,7.4,ABR,7.7,2019
Veracruz,17.5,ABR,16.9,2019
Yucatán,20.8,ABR,20.7,2019
Zacatecas,9.7,ABR,8.0,2019
Aguascalientes,10.3,MAY,12.6,2019
Baja California,13.3,MAY,14.3,2019
Baja California Sur,17.4,MAY,15.9,2019
Campeche,21.7,MAY,24.5,2019
Coahuila,15.2,MAY,19.8,2019
Colima,21.0,MAY,19.7,2019
Chiapas,19.3,MAY,21.1,2019
Chihuahua,10.3,MAY,12.0,2019
Ciudad de México,12.1,MAY,14.0,2019
Durango,9.7,MAY,10.1,2019
Guanajuato,11.3,MAY,13.9,2019
Guerrero,18.6,MAY,19.2,2019
Hidalgo,12.2,MAY,15.2,2019
Jalisco,13.4,MAY,14.2,2019
Estado de México,7.5,MAY,9.0,2019
Michoacán,12.5,MAY,14.0,2019
Morelos,14.8,MAY,16.8,2019
Nayarit,19.2,MAY,17.8,2019
Nuevo León,15.3,MAY,19.8,2019
Oaxaca,17.2,MAY,18.9,2019
Puebla,11.2,MAY,13.6,2019
Querétaro,13.1,MAY,16.8,2019
Quintana Roo,22.9,MAY,25.3,2019
San Luis Potosí,17.5,MAY,22.1,2019
Sinaloa,18.0,MAY,16.7,2019
Sonora,14.1,MAY,12.9,2019
Tabasco,22.4,MAY,25.1,2019
Tamaulipas,18.9,MAY,23.7,2019
Tlaxcala,7.4,MAY,9.7,2019
Veracruz,17.5,MAY,20.7,2019
Yucatán,20.8,MAY,23.4,2019
Zacatecas,9.7,MAY,10.9,2019
Aguascalientes,10.3,JUN,15.7,2019
Baja California,13.3,JUN,17.6,2019
Baja California Sur,17.4,JUN,19.9,2019
Campeche,21.7,JUN,24.0,2019
Coahuila,15.2,JUN,21.5,2019
Colima,21.0,JUN,23.5,2019
Chiapas,19.3,JUN,21.0,2019
Chihuahua,10.3,JUN,16.7,2019
Ciudad de México,12.1,JUN,14.2,2019
Durango,9.7,JUN,15.5,2019
Guanajuato,11.3,JUN,15.0,2019
Guerrero,18.6,JUN,20.0,2019
Hidalgo,12.2,JUN,15.4,2019
Jalisco,13.4,JUN,17.6,2019
Estado de México,7.5,JUN,10.6,2019
Michoacán,12.5,JUN,15.7,2019
Morelos,14.8,JUN,17.3,2019
Nayarit,19.2,JUN,22.8,2019
Nuevo León,15.3,JUN,21.2,2019
Oaxaca,17.2,JUN,19.6,2019
Puebla,11.2,JUN,13.7,2019
Querétaro,13.1,JUN,16.5,2019
Quintana Roo,22.9,JUN,25.8,2019
San Luis Potosí,17.5,JUN,21.9,2019
Sinaloa,18.0,JUN,22.3,2019
Sonora,14.1,JUN,19.1,2019
Tabasco,22.4,JUN,24.6,2019
Tamaulipas,18.9,JUN,24.5,2019
Tlaxcala,7.4,JUN,11.2,2019
Veracruz,17.5,JUN,20.7,2019
Yucatán,20.8,JUN,23.9,2019
Zacatecas,9.7,JUN,14.7,2019
Aguascalientes,10.3,JUL,14.2,2019
Baja California,13.3,JUL,18.5,2019
Baja California Sur,17.4,JUL,23.9,2019
Campeche,21.7,JUL,23.0,2019
Coahuila,15.2,JUL,21.7,2019
Colima,21.0,JUL,23.2,2019
Chiapas,19.3,JUL,20.4,2019
Chihuahua,10.3,JUL,18.3,2019
Ciudad de México,12.1,JUL,13.0,2019
Durango,9.7,JUL,15.3,2019
Guanajuato,11.3,JUL,13.6,2019
Guerrero,18.6,JUL,19.2,2019
Hidalgo,12.2,JUL,14.6,2019
Jalisco,13.4,JUL,16.5,2019
Estado de México,7.5,JUL,9.6,2019
Michoacán,12.5,JUL,14.7,2019
Morelos,14.8,JUL,16.1,2019
Nayarit,19.2,JUL,23.2,2019
Nuevo León,15.3,JUL,20.5,2019
Oaxaca,17.2,JUL,17.8,2019
Puebla,11.2,JUL,12.4,2019
Querétaro,13.1,JUL,14.9,2019
Quintana Roo,22.9,JUL,25.4,2019
San Luis Potosí,17.5,JUL,20.7,2019
Sinaloa,18.0,JUL,24.4,2019
Sonora,14.1,JUL,23.3,2019
Tabasco,22.4,JUL,23.6,2019
Tamaulipas,18.9,JUL,23.8,2019
Tlaxcala,7.4,JUL,9.5,2019
Veracruz,17.5,JUL,19.4,2019
Yucatán,20.8,JUL,22.6,2019
Zacatecas,9.7,JUL,13.7,2019
Aguascalientes,10.3,AGO,13.4,2019
Baja California,13.3,AGO,20.9,2019
Baja California Sur,17.4,AGO,24.6,2019
Campeche,21.7,AGO,23.3,2019
Coahuila,15.2,AGO,23.4,2019
Colima,21.0,AGO,23.7,2019
Chiapas,19.3,AGO,20.6,2019
Chihuahua,10.3,AGO,18.4,2019
Ciudad de México,12.1,AGO,13.6,2019
Durango,9.7,AGO,16.0,2019
Guanajuato,11.3,AGO,13.9,2019
Guerrero,18.6,AGO,20.2,2019
Hidalgo,12.2,AGO,14.1,2019
Jalisco,13.4,AGO,16.9,2019
Estado de México,7.5,AGO,9.5,2019
Michoacán,12.5,AGO,14.5,2019
Morelos,14.8,AGO,15.9,2019
Nayarit,19.2,AGO,23.5,2019
Nuevo León,15.3,AGO,21.9,2019
Oaxaca,17.2,AGO,18.9,2019
Puebla,11.2,AGO,12.7,2019
Querétaro,13.1,AGO,16.0,2019
Quintana Roo,22.9,AGO,25.3,2019
San Luis Potosí,17.5,AGO,21.4,2019
Sinaloa,18.0,AGO,24.3,2019
Sonora,14.1,AGO,23.8,2019
Tabasco,22.4,AGO,24.3,2019
Tamaulipas,18.9,AGO,25.0,2019
Tlaxcala,7.4,AGO,9.2,2019
Veracruz,17.5,AGO,19.7,2019
Yucatán,20.8,AGO,22.9,2019
Zacatecas,9.7,AGO,14.1,2019
Aguascalientes,10.3,SEP,12.2,2019
Baja California,13.3,SEP,18.8,2019
Baja California Sur,17.4,SEP,23.2,2019
Campeche,21.7,SEP,23.2,2019
Coahuila,15.2,SEP,21.2,2019
Colima,21.0,SEP,23.3,2019
Chiapas,19.3,SEP,20.6,2019
Chihuahua,10.3,SEP,16.0,2019
Ciudad de México,12.1,SEP,13.8,2019
Durango,9.7,SEP,14.3,2019
Guanajuato,11.3,SEP,13.3,2019
Guerrero,18.6,SEP,19.8,2019
Hidalgo,12.2,SEP,13.9,2019
Jalisco,13.4,SEP,16.6,2019
Estado de México,7.5,SEP,9.2,2019
Michoacán,12.5,SEP,14.3,2019
Morelos,14.8,SEP,16.0,2019
Nayarit,19.2,SEP,23.2,2019
Nuevo León,15.3,SEP,20.3,2019
Oaxaca,17.2,SEP,18.5,2019
Puebla,11.2,SEP,12.6,2019
Querétaro,13.1,SEP,14.9,2019
Quintana Roo,22.9,SEP,24.3,2019
San Luis Potosí,17.5,SEP,20.2,2019
Sinaloa,18.0,SEP,23.4,2019
Sonora,14.1,SEP,21.2,2019
Tabasco,22.4,SEP,23.9,2019
Tamaulipas,18.9,SEP,23.4,2019
Tlaxcala,7.4,SEP,9.3,2019
Veracruz,17.5,SEP,19.4,2019
Yucatán,20.8,SEP,23.0,2019
Zacatecas,9.7,SEP,12.9,2019
Aguascalientes,10.3,OCT,11.3,2019
Baja California,13.3,OCT,13.6,2019
Baja California Sur,17.4,OCT,19.4,2019
Campeche,21.7,OCT,23.2,2019
Coahuila,15.2,OCT,15.5,2019
Colima,21.0,OCT,22.8,2019
Chiapas,19.3,OCT,20.6,2019
Chihuahua,10.3,OCT,11.0,2019
Ciudad de México,12.1,OCT,13.6,2019
Durango,9.7,OCT,11.5,2019
Guanajuato,11.3,OCT,13.0,2019
Guerrero,18.6,OCT,19.7,2019
Hidalgo,12.2,OCT,13.7,2019
Jalisco,13.4,OCT,15.8,2019
Estado de México,7.5,OCT,9.2,2019
Michoacán,12.5,OCT,14.2,2019
Morelos,14.8,OCT,15.9,2019
Nayarit,19.2,OCT,23.0,2019
Nuevo León,15.3,OCT,16.5,2019
Oaxaca,17.2,OCT,17.9,2019
Puebla,11.2,OCT,12.3,2019
Querétaro,13.1,OCT,14.2,2019
Quintana Roo,22.9,OCT,24.3,2019
San Luis Potosí,17.5,OCT,18.6,2019
Sinaloa,18.0,OCT,21.8,2019
Sonora,14.1,OCT,15.3,2019
Tabasco,22.4,OCT,23.6,2019
Tamaulipas,18.9,OCT,19.8,2019
Tlaxcala,7.4,OCT,9.0,2019
Veracruz,17.5,OCT,18.7,2019
Yucatán,20.8,OCT,22.7,2019
Zacatecas,9.7,OCT,11.4,2019
Aguascalientes,10.3,NOV,8.9,2019
Baja California,13.3,NOV,11.4,2019
Baja California Sur,17.4,NOV,17.3,2019
Campeche,21.7,NOV,20.9,2019
Coahuila,15.2,NOV,10.5,2019
Colima,21.0,NOV,22.5,2019
Chiapas,19.3,NOV,19.0,2019
Chihuahua,10.3,NOV,7.6,2019
Ciudad de México,12.1,NOV,11.5,2019
Durango,9.7,NOV,7.9,2019
Guanajuato,11.3,NOV,10.9,2019
Guerrero,18.6,NOV,19.1,2019
Hidalgo,12.2,NOV,11.8,2019
Jalisco,13.4,NOV,14.1,2019
Estado de México,7.5,NOV,7.5,2019
Michoacán,12.5,NOV,13.0,2019
Morelos,14.8,NOV,14.5,2019
Nayarit,19.2,NOV,20.7,2019
Nuevo León,15.3,NOV,11.1,2019
Oaxaca,17.2,NOV,16.4,2019
Puebla,11.2,NOV,10.5,2019
Querétaro,13.1,NOV,12.2,2019
Quintana Roo,22.9,NOV,21.4,2019
San Luis Potosí,17.5,NOV,15.3,2019
Sinaloa,18.0,NOV,18.5,2019
Sonora,14.1,NOV,13.0,2019
Tabasco,22.4,NOV,21.5,2019
Tamaulipas,18.9,NOV,14.5,2019
Tlaxcala,7.4,NOV,6.6,2019
Veracruz,17.5,NOV,15.6,2019
Yucatán,20.8,NOV,19.7,2019
Zacatecas,9.7,NOV,8.7,2019
Aguascalientes,10.3,DIC,5.0,2019
Baja California,13.3,DIC,8.2,2019
Baja California Sur,17.4,DIC,12.6,2019
Campeche,21.7,DIC,18.5,2019
Coahuila,15.2,DIC,6.4,2019
Colima,21.0,DIC,20.3,2019
Chiapas,19.3,DIC,16.8,2019
Chihuahua,10.3,DIC,1.9,2019
Ciudad de México,12.1,DIC,8.3,2019
Durango,9.7,DIC,2.8,2019
Guanajuato,11.3,DIC,6.6,2019
Guerrero,18.6,DIC,17.1,2019
Hidalgo,12.2,DIC,7.4,2019
Jalisco,13.4,DIC,10.1,2019
Estado de México,7.5,DIC,4.2,2019
Michoacán,12.5,DIC,9.5,2019
Morelos,14.8,DIC,11.3,2019
Nayarit,19.2,DIC,16.4,2019
Nuevo León,15.3,DIC,8.4,2019
Oaxaca,17.2,DIC,14.0,2019
Puebla,11.2,DIC,7.7,2019
Querétaro,13.1,DIC,7.8,2019
Quintana Roo,22.9,DIC,19.4,2019
San Luis Potosí,17.5,DIC,12.4,2019
Sinaloa,18.0,DIC,13.2,2019
Sonora,14.1,DIC,7.2,2019
Tabasco,22.4,DIC,19.8,2019
Tamaulipas,18.9,DIC,12.7,2019
Tlaxcala,7.4,DIC,2.9,2019
Veracruz,17.5,DIC,13.7,2019
Yucatán,20.8,DIC,17.3,2019
Zacatecas,9.7,DIC,3.8,2019
Aguascalientes,9.3,ENE,4.4,2020
Baja California,13.4,ENE,7.1,2020
Baja California Sur,17.1,ENE,10.9,2020
Campeche,22.1,ENE,19.0,2020
Coahuila,14.9,ENE,7.0,2020
Colima,20.9,ENE,19.0,2020
Chiapas,19.6,ENE,17.9,2020
Chihuahua,10.1,ENE,1.6,2020
Ciudad de México,11.1,ENE,8.3,2020
Durango,9.3,ENE,2.6,2020
Guanajuato,11.1,ENE,6.5,2020
Guerrero,18.9,ENE,16.8,2020
Hidalgo,12.0,ENE,7.9,2020
Jalisco,13.5,ENE,9.3,2020
Estado de México,7.1,ENE,3.1,2020
Michoacán,12.3,ENE,8.8,2020
Morelos,14.8,ENE,10.7,2020
Nayarit,19.0,ENE,15.3,2020
Nuevo León,15.2,ENE,8.9,2020
Oaxaca,16.8,ENE,14.8,2020
Puebla,11.3,ENE,7.8,2020
Querétaro,12.7,ENE,7.8,2020
Quintana Roo,23.2,ENE,20.3,2020
San Luis Potosí,17.5,ENE,12.1,2020
Sinaloa,18.2,ENE,11.4,2020
Sonora,14.4,ENE,5.7,2020
Tabasco,22.8,ENE,20.3,2020
Tamaulipas,19.0,ENE,13.5,2020
Tlaxcala,7.1,ENE,2.7,2020
Veracruz,17.8,ENE,14.1,2020
Yucatán,21.2,ENE,17.4,2020
Zacatecas,9.4,ENE,3.9,2020
Aguascalientes,9.3,FEB,6.2,2020
Baja California,13.4,FEB,7.7,2020
Baja California Sur,17.1,FEB,11.6,2020
Campeche,22.1,FEB,19.6,2020
Coahuila,14.9,FEB,7.6,2020
Colima,20.9,FEB,19.0,2020
Chiapas,19.6,FEB,18.3,2020
Chihuahua,10.1,FEB,3.1,2020
Ciudad de México,11.1,FEB,10.3,2020
Durango,9.3,FEB,4.3,2020
Guanajuato,11.1,FEB,8.2,2020
Guerrero,18.9,FEB,17.3,2020
Hidalgo,12.0,FEB,9.2,2020
Jalisco,13.5,FEB,10.8,2020
Estado de México,7.1,FEB,5.0,2020
Michoacán,12.3,FEB,10.2,2020
Morelos,14.8,FEB,12.6,2020
Nayarit,19.0,FEB,15.7,2020
Nuevo León,15.2,FEB,8.3,2020
Oaxaca,16.8,FEB,15.1,2020
Puebla,11.3,FEB,8.9,2020
Querétaro,12.7,FEB,10.0,2020
Quintana Roo,23.2,FEB,20.7,2020
San Luis Potosí,17.5,FEB,12.9,2020
Sinaloa,18.2,FEB,12.0,2020
Sonora,14.4,FEB,6.8,2020
Tabasco,22.8,FEB,20.6,2020
Tamaulipas,19.0,FEB,12.6,2020
Tlaxcala,7.1,FEB,4.7,2020
Veracruz,17.8,FEB,14.3,2020
Yucatán,21.2,FEB,18.2,2020
Zacatecas,9.4,FEB,5.5,2020
Aguascalientes,9.3,MAR,9.5,2020
Baja California,13.4,MAR,9.0,2020
Baja California Sur,17.1,MAR,13.4,2020
Campeche,22.1,MAR,21.1,2020
Coahuila,14.9,MAR,15.0,2020
Colima,20.9,MAR,19.9,2020
Chiapas,19.6,MAR,18.4,2020
Chihuahua,10.1,MAR,8.1,2020
Ciudad de México,11.1,MAR,10.8,2020
Durango,9.3,MAR,8.9,2020
Guanajuato,11.1,MAR,11.2,2020
Guerrero,18.9,MAR,18.7,2020
Hidalgo,12.0,MAR,12.4,2020
Jalisco,13.5,MAR,13.0,2020
Estado de México,7.1,MAR,6.6,2020
Michoacán,12.3,MAR,12.2,2020
Morelos,14.8,MAR,15.7,2020
Nayarit,19.0,MAR,16.7,2020
Nuevo León,15.2,MAR,15.3,2020
Oaxaca,16.8,MAR,16.4,2020
Puebla,11.3,MAR,11.1,2020
Querétaro,12.7,MAR,13.1,2020
Quintana Roo,23.2,MAR,21.3,2020
San Luis Potosí,17.5,MAR,17.2,2020
Sinaloa,18.2,MAR,14.2,2020
Sonora,14.4,MAR,9.6,2020
Tabasco,22.8,MAR,21.7,2020
Tamaulipas,19.0,MAR,18.9,2020
Tlaxcala,7.1,MAR,6.0,2020
Veracruz,17.8,MAR,17.5,2020
Yucatán,21.2,MAR,19.2,2020
Zacatecas,9.4,MAR,9.5,2020
Aguascalientes,9.3,ABR,10.0,2020
Baja California,13.4,ABR,11.6,2020
Baja California Sur,17.1,ABR,14.6,2020
Campeche,22.1,ABR,23.8,2020
Coahuila,14.9,ABR,16.2,2020
Colima,20.9,ABR,18.3,2020
Chiapas,19.6,ABR,20.8,2020
Chihuahua,10.1,ABR,9.9,2020
Ciudad de México,11.1,ABR,13.0,2020
Durango,9.3,ABR,9.9,2020
Guanajuato,11.1,ABR,13.3,2020
Guerrero,18.9,ABR,19.7,2020
Hidalgo,12.0,ABR,14.9,2020
Jalisco,13.5,ABR,12.7,2020
Estado de México,7.1,ABR,8.9,2020
Michoacán,12.3,ABR,13.5,2020
Morelos,14.8,ABR,17.1,2020
Nayarit,19.0,ABR,15.6,2020
Nuevo León,15.2,ABR,17.6,2020
Oaxaca,16.8,ABR,18.8,2020
Puebla,11.3,ABR,13.9,2020
Querétaro,12.7,ABR,15.5,2020
Quintana Roo,23.2,ABR,24.8,2020
San Luis Potosí,17.5,ABR,20.3,2020
Sinaloa,18.2,ABR,14.7,2020
Sonora,14.4,ABR,10.9,2020
Tabasco,22.8,ABR,24.7,2020
Tamaulipas,19.0,ABR,21.7,2020
Tlaxcala,7.1,ABR,9.3,2020
Veracruz,17.8,ABR,20.7,2020
Yucatán,21.2,ABR,23.0,2020
Zacatecas,9.4,ABR,9.8,2020
Aguascalientes,9.3,MAY,10.9,2020
Baja California,13.4,MAY,15.6,2020
Baja California Sur,17.1,MAY,16.5,2020
Campeche,22.1,MAY,23.6,2020
Coahuila,14.9,MAY,19.6,2020
Colima,20.9,MAY,19.3,2020
Chiapas,19.6,MAY,21.1,2020
Chihuahua,10.1,MAY,13.9,2020
