ENTIDAD,ANUAL,MESES,Tmin,AÑO
HIDALGO,9.2,ENE,5.1,2001
JALISCO,11.7,ENE,7.2,2001
ESTADO DE MÉXICO,5.7,ENE,2.2,2001
MICHOACÁN,10.1,ENE,6.8,2001
MORELOS,13.4,ENE,10.0,2001
NAYARIT,16.4,ENE,12.4,2001
NUEVO LEÓN,12.6,ENE,6.4,2001
OAXACA,14.6,ENE,11.3,2001
PUEBLA,9.6,ENE,5.9,2001
QUERÉTARO,9.5,ENE,6.3,2001
QUINTANA ROO,19.1,ENE,15.0,2001
SAN LUIS POTOSÍ,13.8,ENE,8.4,2001
SINALOA,16.7,ENE,10.5,2001
SONORA,13.1,ENE,4.5,2001
TABASCO,20.8,ENE,17.4,2001
TAMAULIPAS,16.9,ENE,10.2,2001
TLAXCALA,5.7,ENE,2.1,2001
VERACRUZ,17.7,ENE,13.3,2001
YUCATÁN,20.2,ENE,15.3,2001
ZACATECAS,8.3,ENE,3.5,2001
AGUASCALIENTES,8.9,FEB,5.5,2001
BAJA CALIFORNIA,10.9,FEB,5.4,2001
BAJA CALIFORNIA SUR,14.1,FEB,8.6,2001
CAMPECHE,19.3,FEB,18.3,2001
COAHUILA,12.5,FEB,7.4,2001
COLIMA,18.4,FEB,15.6,2001
CHIAPAS,17.3,FEB,15.9,2001
CHIHUAHUA,8.5,FEB,2.4,2001
DISTRITO FEDERAL,8.4,FEB,6.6,2001
DURANGO,8.5,FEB,3.9,2001
GUANAJUATO,9.6,FEB,6.9,2001
GUERRERO,18.2,FEB,17.0,2001
HIDALGO,9.2,FEB,6.7,2001
JALISCO,11.7,FEB,8.5,2001
ESTADO DE MÉXICO,5.7,FEB,3.5,2001
MICHOACÁN,10.1,FEB,8.2,2001
MORELOS,13.4,FEB,11.5,2001
NAYARIT,16.4,FEB,12.6,2001
NUEVO LEÓN,12.6,FEB,8.7,2001
OAXACA,14.6,FEB,12.6,2001
PUEBLA,9.6,FEB,7.4,2001
QUERÉTARO,9.5,FEB,7.8,2001
QUINTANA ROO,19.1,FEB,17.7,2001
SAN LUIS POTOSÍ,13.8,FEB,10.5,2001
SINALOA,16.7,FEB,11.0,2001
SONORA,13.1,FEB,5.5,2001
TABASCO,20.8,FEB,19.3,2001
TAMAULIPAS,16.9,FEB,13.8,2001
TLAXCALA,5.7,FEB,3.2,2001
VERACRUZ,17.7,FEB,15.4,2001
YUCATÁN,20.2,FEB,19.5,2001
ZACATECAS,8.3,FEB,5.1,2001
AGUASCALIENTES,8.9,MAR,6.1,2001
BAJA CALIFORNIA,10.9,MAR,8.1,2001
BAJA CALIFORNIA SUR,14.1,MAR,9.5,2001
CAMPECHE,19.3,MAR,17.5,2001
COAHUILA,12.5,MAR,8.4,2001
COLIMA,18.4,MAR,14.7,2001
CHIAPAS,17.3,MAR,16.0,2001
CHIHUAHUA,8.5,MAR,4.0,2001
DISTRITO FEDERAL,8.4,MAR,7.4,2001
DURANGO,8.5,MAR,4.3,2001
GUANAJUATO,9.6,MAR,7.9,2001
GUERRERO,18.2,MAR,16.9,2001
HIDALGO,9.2,MAR,7.9,2001
JALISCO,11.7,MAR,8.0,2001
ESTADO DE MÉXICO,5.7,MAR,4.0,2001
MICHOACÁN,10.1,MAR,8.0,2001
MORELOS,13.4,MAR,12.0,2001
NAYARIT,16.4,MAR,11.1,2001
NUEVO LEÓN,12.6,MAR,9.3,2001
OAXACA,14.6,MAR,13.4,2001
PUEBLA,9.6,MAR,8.3,2001
QUERÉTARO,9.5,MAR,8.8,2001
QUINTANA ROO,19.1,MAR,17.1,2001
SAN LUIS POTOSÍ,13.8,MAR,11.6,2001
SINALOA,16.7,MAR,11.0,2001
SONORA,13.1,MAR,7.6,2001
TABASCO,20.8,MAR,19.5,2001
TAMAULIPAS,16.9,MAR,14.2,2001
TLAXCALA,5.7,MAR,4.0,2001
VERACRUZ,17.7,MAR,16.4,2001
YUCATÁN,20.2,MAR,18.9,2001
ZACATECAS,8.3,MAR,4.4,2001
AGUASCALIENTES,8.9,ABR,10.7,2001
BAJA CALIFORNIA,10.9,ABR,8.4,2001
BAJA CALIFORNIA SUR,14.1,ABR,11.0,2001
CAMPECHE,19.3,ABR,19.9,2001
COAHUILA,12.5,ABR,14.1,2001
COLIMA,18.4,ABR,16.2,2001
CHIAPAS,17.3,ABR,18.1,2001
CHIHUAHUA,8.5,ABR,9.8,2001
DISTRITO FEDERAL,8.4,ABR,9.7,2001
DURANGO,8.5,ABR,10.0,2001
GUANAJUATO,9.6,ABR,11.2,2001
GUERRERO,18.2,ABR,18.8,2001
HIDALGO,9.2,ABR,10.2,2001
JALISCO,11.7,ABR,11.5,2001
ESTADO DE MÉXICO,5.7,ABR,6.6,2001
MICHOACÁN,10.1,ABR,10.9,2001
MORELOS,13.4,ABR,14.5,2001
NAYARIT,16.4,ABR,14.3,2001
NUEVO LEÓN,12.6,ABR,14.1,2001
OAXACA,14.6,ABR,15.3,2001
PUEBLA,9.6,ABR,10.6,2001
QUERÉTARO,9.5,ABR,11.1,2001
QUINTANA ROO,19.1,ABR,18.8,2001
SAN LUIS POTOSÍ,13.8,ABR,15.5,2001
SINALOA,16.7,ABR,13.1,2001
SONORA,13.1,ABR,10.3,2001
TABASCO,20.8,ABR,21.3,2001
TAMAULIPAS,16.9,ABR,18.6,2001
TLAXCALA,5.7,ABR,6.3,2001
VERACRUZ,17.7,ABR,19.0,2001
YUCATÁN,20.2,ABR,21.1,2001
ZACATECAS,8.3,ABR,9.7,2001
AGUASCALIENTES,8.9,MAY,12.1,2001
BAJA CALIFORNIA,10.9,MAY,12.5,2001
BAJA CALIFORNIA SUR,14.1,MAY,13.9,2001
CAMPECHE,19.3,MAY,20.7,2001
COAHUILA,12.5,MAY,16.3,2001
COLIMA,18.4,MAY,19.5,2001
CHIAPAS,17.3,MAY,18.8,2001
CHIHUAHUA,8.5,MAY,12.0,2001
DISTRITO FEDERAL,8.4,MAY,10.0,2001
DURANGO,8.5,MAY,11.5,2001
GUANAJUATO,9.6,MAY,12.1,2001
GUERRERO,18.2,MAY,19.9,2001
HIDALGO,9.2,MAY,10.4,2001
JALISCO,11.7,MAY,14.3,2001
ESTADO DE MÉXICO,5.7,MAY,7.2,2001
MICHOACÁN,10.1,MAY,12.3,2001
MORELOS,13.4,MAY,15.8,2001
NAYARIT,16.4,MAY,18.1,2001
NUEVO LEÓN,12.6,MAY,15.2,2001
OAXACA,14.6,MAY,16.3,2001
PUEBLA,9.6,MAY,11.5,2001
QUERÉTARO,9.5,MAY,11.1,2001
QUINTANA ROO,19.1,MAY,19.7,2001
SAN LUIS POTOSÍ,13.8,MAY,16.2,2001
SINALOA,16.7,MAY,17.7,2001
SONORA,13.1,MAY,15.3,2001
TABASCO,20.8,MAY,22.3,2001
TAMAULIPAS,16.9,MAY,19.4,2001
TLAXCALA,5.7,MAY,7.4,2001
VERACRUZ,17.7,MAY,19.4,2001
YUCATÁN,20.2,MAY,21.5,2001
ZACATECAS,8.3,MAY,11.1,2001
AGUASCALIENTES,8.9,JUN,13.2,2001
BAJA CALIFORNIA,10.9,JUN,15.3,2001
BAJA CALIFORNIA SUR,14.1,JUN,17.6,2001
CAMPECHE,19.3,JUN,21.1,2001
COAHUILA,12.5,JUN,18.5,2001
COLIMA,18.4,JUN,21.2,2001
CHIAPAS,17.3,JUN,18.4,2001
CHIHUAHUA,8.5,JUN,15.8,2001
DISTRITO FEDERAL,8.4,JUN,10.6,2001
DURANGO,8.5,JUN,14.1,2001
GUANAJUATO,9.6,JUN,12.9,2001
GUERRERO,18.2,JUN,19.5,2001
HIDALGO,9.2,JUN,11.9,2001
JALISCO,11.7,JUN,15.8,2001
ESTADO DE MÉXICO,5.7,JUN,8.6,2001
MICHOACÁN,10.1,JUN,13.4,2001
MORELOS,13.4,JUN,15.8,2001
NAYARIT,16.4,JUN,20.7,2001
NUEVO LEÓN,12.6,JUN,16.9,2001
OAXACA,14.6,JUN,16.4,2001
PUEBLA,9.6,JUN,12.1,2001
QUERÉTARO,9.5,JUN,11.9,2001
QUINTANA ROO,19.1,JUN,21.0,2001
SAN LUIS POTOSÍ,13.8,JUN,17.6,2001
SINALOA,16.7,JUN,22.8,2001
SONORA,13.1,JUN,20.0,2001
TABASCO,20.8,JUN,22.5,2001
TAMAULIPAS,16.9,JUN,21.1,2001
TLAXCALA,5.7,JUN,8.8,2001
VERACRUZ,17.7,JUN,20.2,2001
YUCATÁN,20.2,JUN,23.0,2001
ZACATECAS,8.3,JUN,12.7,2001
AGUASCALIENTES,8.9,JUL,13.0,2001
BAJA CALIFORNIA,10.9,JUL,16.8,2001
BAJA CALIFORNIA SUR,14.1,JUL,20.7,2001
CAMPECHE,19.3,JUL,21.0,2001
COAHUILA,12.5,JUL,18.8,2001
COLIMA,18.4,JUL,21.3,2001
CHIAPAS,17.3,JUL,18.4,2001
CHIHUAHUA,8.5,JUL,16.4,2001
DISTRITO FEDERAL,8.4,JUL,10.3,2001
DURANGO,8.5,JUL,14.4,2001
GUANAJUATO,9.6,JUL,12.5,2001
GUERRERO,18.2,JUL,19.3,2001
HIDALGO,9.2,JUL,11.7,2001
JALISCO,11.7,JUL,15.4,2001
ESTADO DE MÉXICO,5.7,JUL,8.1,2001
MICHOACÁN,10.1,JUL,12.7,2001
MORELOS,13.4,JUL,15.3,2001
NAYARIT,16.4,JUL,20.4,2001
NUEVO LEÓN,12.6,JUL,17.5,2001
OAXACA,14.6,JUL,16.0,2001
PUEBLA,9.6,JUL,11.4,2001
QUERÉTARO,9.5,JUL,11.5,2001
QUINTANA ROO,19.1,JUL,20.8,2001
SAN LUIS POTOSÍ,13.8,JUL,17.2,2001
SINALOA,16.7,JUL,23.1,2001
SONORA,13.1,JUL,22.4,2001
TABASCO,20.8,JUL,22.1,2001
TAMAULIPAS,16.9,JUL,21.3,2001
TLAXCALA,5.7,JUL,8.0,2001
VERACRUZ,17.7,JUL,19.9,2001
YUCATÁN,20.2,JUL,22.5,2001
ZACATECAS,8.3,JUL,12.8,2001
AGUASCALIENTES,8.9,AGO,12.9,2001
BAJA CALIFORNIA,10.9,AGO,17.5,2001
BAJA CALIFORNIA SUR,14.1,AGO,21.0,2001
CAMPECHE,19.3,AGO,21.2,2001
COAHUILA,12.5,AGO,18.6,2001
COLIMA,18.4,AGO,21.0,2001
CHIAPAS,17.3,AGO,18.5,2001
CHIHUAHUA,8.5,AGO,16.0,2001
DISTRITO FEDERAL,8.4,AGO,10.4,2001
DURANGO,8.5,AGO,14.2,2001
GUANAJUATO,9.6,AGO,12.7,2001
GUERRERO,18.2,AGO,19.4,2001
HIDALGO,9.2,AGO,11.5,2001
JALISCO,11.7,AGO,15.6,2001
ESTADO DE MÉXICO,5.7,AGO,8.3,2001
MICHOACÁN,10.1,AGO,12.9,2001
MORELOS,13.4,AGO,15.4,2001
NAYARIT,16.4,AGO,20.4,2001
NUEVO LEÓN,12.6,AGO,17.6,2001
OAXACA,14.6,AGO,16.2,2001
PUEBLA,9.6,AGO,11.7,2001
QUERÉTARO,9.5,AGO,11.5,2001
QUINTANA ROO,19.1,AGO,21.3,2001
SAN LUIS POTOSÍ,13.8,AGO,17.3,2001
SINALOA,16.7,AGO,23.0,2001
SONORA,13.1,AGO,21.9,2001
TABASCO,20.8,AGO,22.4,2001
TAMAULIPAS,16.9,AGO,21.2,2001
TLAXCALA,5.7,AGO,7.9,2001
VERACRUZ,17.7,AGO,20.1,2001
YUCATÁN,20.2,AGO,22.9,2001
ZACATECAS,8.3,AGO,12.7,2001
AGUASCALIENTES,8.9,SEP,12.0,2001
BAJA CALIFORNIA,10.9,SEP,15.6,2001
BAJA CALIFORNIA SUR,14.1,SEP,20.1,2001
CAMPECHE,19.3,SEP,20.8,2001
COAHUILA,12.5,SEP,16.8,2001
COLIMA,18.4,SEP,20.8,2001
CHIAPAS,17.3,SEP,18.4,2001
CHIHUAHUA,8.5,SEP,13.6,2001
DISTRITO FEDERAL,8.4,SEP,10.2,2001
DURANGO,8.5,SEP,12.6,2001
GUANAJUATO,9.6,SEP,11.8,2001
GUERRERO,18.2,SEP,19.3,2001
HIDALGO,9.2,SEP,11.7,2001
JALISCO,11.7,SEP,15.4,2001
ESTADO DE MÉXICO,5.7,SEP,8.1,2001
MICHOACÁN,10.1,SEP,12.5,2001
MORELOS,13.4,SEP,15.4,2001
NAYARIT,16.4,SEP,20.8,2001
NUEVO LEÓN,12.6,SEP,15.9,2001
OAXACA,14.6,SEP,16.1,2001
PUEBLA,9.6,SEP,11.8,2001
QUERÉTARO,9.5,SEP,11.5,2001
QUINTANA ROO,19.1,SEP,21.2,2001
SAN LUIS POTOSÍ,13.8,SEP,16.8,2001
SINALOA,16.7,SEP,23.1,2001
SONORA,13.1,SEP,20.8,2001
TABASCO,20.8,SEP,22.0,2001
TAMAULIPAS,16.9,SEP,20.0,2001
TLAXCALA,5.7,SEP,8.2,2001
VERACRUZ,17.7,SEP,20.1,2001
YUCATÁN,20.2,SEP,21.7,2001
ZACATECAS,8.3,SEP,12.1,2001
AGUASCALIENTES,8.9,OCT,8.6,2001
BAJA CALIFORNIA,10.9,OCT,12.1,2001
BAJA CALIFORNIA SUR,14.1,OCT,16.4,2001
CAMPECHE,19.3,OCT,20.5,2001
COAHUILA,12.5,OCT,12.7,2001
COLIMA,18.4,OCT,20.4,2001
CHIAPAS,17.3,OCT,18.2,2001
CHIHUAHUA,8.5,OCT,8.7,2001
DISTRITO FEDERAL,8.4,OCT,8.8,2001
DURANGO,8.5,OCT,8.1,2001
GUANAJUATO,9.6,OCT,9.2,2001
GUERRERO,18.2,OCT,18.7,2001
HIDALGO,9.2,OCT,9.0,2001
JALISCO,11.7,OCT,12.5,2001
ESTADO DE MÉXICO,5.7,OCT,5.8,2001
MICHOACÁN,10.1,OCT,10.3,2001
MORELOS,13.4,OCT,13.7,2001
NAYARIT,16.4,OCT,18.5,2001
NUEVO LEÓN,12.6,OCT,12.5,2001
OAXACA,14.6,OCT,15.4,2001
PUEBLA,9.6,OCT,9.8,2001
QUERÉTARO,9.5,OCT,8.7,2001
QUINTANA ROO,19.1,OCT,20.8,2001
SAN LUIS POTOSÍ,13.8,OCT,13.6,2001
SINALOA,16.7,OCT,18.9,2001
SONORA,13.1,OCT,14.8,2001
TABASCO,20.8,OCT,21.6,2001
TAMAULIPAS,16.9,OCT,17.0,2001
TLAXCALA,5.7,OCT,6.4,2001
VERACRUZ,17.7,OCT,18.2,2001
YUCATÁN,20.2,OCT,21.3,2001
ZACATECAS,8.3,OCT,7.9,2001
AGUASCALIENTES,8.9,NOV,4.9,2001
BAJA CALIFORNIA,10.9,NOV,9.3,2001
BAJA CALIFORNIA SUR,14.1,NOV,13.5,2001
CAMPECHE,19.3,NOV,18.0,2001
COAHUILA,12.5,NOV,9.2,2001
COLIMA,18.4,NOV,17.2,2001
CHIAPAS,17.3,NOV,16.2,2001
CHIHUAHUA,8.5,NOV,4.1,2001
DISTRITO FEDERAL,8.4,NOV,6.2,2001
DURANGO,8.5,NOV,4.8,2001
GUANAJUATO,9.6,NOV,6.5,2001
GUERRERO,18.2,NOV,17.1,2001
HIDALGO,9.2,NOV,7.2,2001
JALISCO,11.7,NOV,8.3,2001
ESTADO DE MÉXICO,5.7,NOV,3.3,2001
MICHOACÁN,10.1,NOV,7.0,2001
MORELOS,13.4,NOV,11.1,2001
NAYARIT,16.4,NOV,15.3,2001
NUEVO LEÓN,12.6,NOV,10.2,2001
OAXACA,14.6,NOV,13.5,2001
PUEBLA,9.6,NOV,7.9,2001
QUERÉTARO,9.5,NOV,7.2,2001
QUINTANA ROO,19.1,NOV,18.3,2001
SAN LUIS POTOSÍ,13.8,NOV,11.1,2001
SINALOA,16.7,NOV,15.5,2001
SONORA,13.1,NOV,10.2,2001
TABASCO,20.8,NOV,19.8,2001
TAMAULIPAS,16.9,NOV,14.3,2001
TLAXCALA,5.7,NOV,3.3,2001
VERACRUZ,17.7,NOV,16.1,2001
YUCATÁN,20.2,NOV,17.2,2001
ZACATECAS,8.3,NOV,4.3,2001
AGUASCALIENTES,8.9,DIC,4.0,2001
BAJA CALIFORNIA,10.9,DIC,4.7,2001
BAJA CALIFORNIA SUR,14.1,DIC,8.6,2001
CAMPECHE,19.3,DIC,17.5,2001
COAHUILA,12.5,DIC,4.8,2001
COLIMA,18.4,DIC,16.5,2001
CHIAPAS,17.3,DIC,16.2,2001
CHIHUAHUA,8.5,DIC,-1.1,2001
DISTRITO FEDERAL,8.4,DIC,5.6,2001
DURANGO,8.5,DIC,1.9,2001
GUANAJUATO,9.6,DIC,6.0,2001
GUERRERO,18.2,DIC,16.2,2001
HIDALGO,9.2,DIC,6.5,2001
JALISCO,11.7,DIC,7.4,2001
ESTADO DE MÉXICO,5.7,DIC,2.5,2001
MICHOACÁN,10.1,DIC,6.7,2001
MORELOS,13.4,DIC,10.5,2001
NAYARIT,16.4,DIC,12.6,2001
NUEVO LEÓN,12.6,DIC,6.9,2001
OAXACA,14.6,DIC,12.8,2001
PUEBLA,9.6,DIC,6.6,2001
QUERÉTARO,9.5,DIC,6.7,2001
QUINTANA ROO,19.1,DIC,17.8,2001
SAN LUIS POTOSÍ,13.8,DIC,9.7,2001
SINALOA,16.7,DIC,10.1,2001
SONORA,13.1,DIC,3.4,2001
TABASCO,20.8,DIC,19.5,2001
TAMAULIPAS,16.9,DIC,11.8,2001
TLAXCALA,5.7,DIC,3.3,2001
VERACRUZ,17.7,DIC,14.8,2001
YUCATÁN,20.2,DIC,17.2,2001
ZACATECAS,8.3,DIC,3.4,2001
AGUASCALIENTES,9.8,ENE,2.6,2002
BAJA CALIFORNIA,10.7,ENE,4.7,2002
BAJA CALIFORNIA SUR,13.9,ENE,8.0,2002
CAMPECHE,19.6,ENE,16.6,2002
COAHUILA,12.8,ENE,3.8,2002
COLIMA,17.7,ENE,13.7,2002
CHIAPAS,17.4,ENE,15.1,2002
CHIHUAHUA,11.4,ENE,2.5,2002
DISTRITO FEDERAL,8.6,ENE,4.9,2002
DURANGO,8.6,ENE,1.8,2002
GUANAJUATO,9.9,ENE,4.9,2002
GUERRERO,18.3,ENE,15.6,2002
HIDALGO,8.5,ENE,4.3,2002
JALISCO,12.1,ENE,5.4,2002
ESTADO DE MÉXICO,6.0,ENE,1.5,2002
MICHOACÁN,10.6,ENE,5.3,2002
MORELOS,13.5,ENE,9.7,2002
NAYARIT,16.5,ENE,10.0,2002
NUEVO LEÓN,8.7,ENE,4.3,2002
OAXACA,15.0,ENE,11.7,2002
PUEBLA,10.1,ENE,6.4,2002
QUERÉTARO,9.6,ENE,5.7,2002
QUINTANA ROO,19.6,ENE,16.6,2002
SAN LUIS POTOSÍ,13.5,ENE,7.8,2002
SINALOA,16.7,ENE,8.9,2002
SONORA,12.9,ENE,4.2,2002
TABASCO,21.6,ENE,18.7,2002
TAMAULIPAS,16.6,ENE,10.4,2002
TLAXCALA,5.7,ENE,2.0,2002
VERACRUZ,17.6,ENE,13.2,2002
YUCATÁN,19.8,ENE,16.1,2002
ZACATECAS,8.5,ENE,1.5,2002
AGUASCALIENTES,9.8,FEB,4.8,2002
BAJA CALIFORNIA,10.7,FEB,5.2,2002
BAJA CALIFORNIA SUR,13.9,FEB,9.0,2002
CAMPECHE,19.6,FEB,17.3,2002
COAHUILA,12.8,FEB,4.6,2002
COLIMA,17.7,FEB,14.9,2002
CHIAPAS,17.4,FEB,15.5,2002
CHIHUAHUA,11.4,FEB,4.8,2002
DISTRITO FEDERAL,8.6,FEB,6.0,2002
DURANGO,8.6,FEB,2.6,2002
GUANAJUATO,9.9,FEB,6.6,2002
GUERRERO,18.3,FEB,16.5,2002
HIDALGO,8.5,FEB,5.3,2002
JALISCO,12.1,FEB,8.1,2002
ESTADO DE MÉXICO,6.0,FEB,3.4,2002
MICHOACÁN,10.6,FEB,7.5,2002
MORELOS,13.5,FEB,11.6,2002
NAYARIT,16.5,FEB,12.0,2002
NUEVO LEÓN,8.7,FEB,5.1,2002
OAXACA,15.0,FEB,12.3,2002
PUEBLA,10.1,FEB,7.3,2002
QUERÉTARO,9.6,FEB,6.6,2002
QUINTANA ROO,19.6,FEB,17.4,2002
SAN LUIS POTOSÍ,13.5,FEB,8.6,2002
SINALOA,16.7,FEB,11.1,2002
SONORA,12.9,FEB,6.2,2002
TABASCO,21.6,FEB,18.3,2002
TAMAULIPAS,16.6,FEB,10.5,2002
TLAXCALA,5.7,FEB,2.8,2002
VERACRUZ,17.6,FEB,13.3,2002
YUCATÁN,19.8,FEB,17.9,2002
ZACATECAS,8.5,FEB,3.7,2002
AGUASCALIENTES,9.8,MAR,7.4,2002
BAJA CALIFORNIA,10.7,MAR,6.7,2002
BAJA CALIFORNIA SUR,13.9,MAR,9.6,2002
CAMPECHE,19.6,MAR,18.7,2002
COAHUILA,12.8,MAR,8.3,2002
COLIMA,17.7,MAR,15.3,2002
CHIAPAS,17.4,MAR,16.5,2002
CHIHUAHUA,11.4,MAR,6.8,2002
DISTRITO FEDERAL,8.6,MAR,7.9,2002
DURANGO,8.6,MAR,6.0,2002
GUANAJUATO,9.9,MAR,8.6,2002
GUERRERO,18.3,MAR,17.6,2002
HIDALGO,8.5,MAR,7.3,2002
JALISCO,12.1,MAR,9.4,2002
ESTADO DE MÉXICO,6.0,MAR,5.2,2002
MICHOACÁN,10.6,MAR,9.2,2002
MORELOS,13.5,MAR,13.1,2002
NAYARIT,16.5,MAR,12.8,2002
NUEVO LEÓN,8.7,MAR,7.6,2002
OAXACA,15.0,MAR,13.8,2002
PUEBLA,10.1,MAR,9.2,2002
QUERÉTARO,9.6,MAR,9.2,2002
QUINTANA ROO,19.6,MAR,18.5,2002
SAN LUIS POTOSÍ,13.5,MAR,11.3,2002
SINALOA,16.7,MAR,11.2,2002
SONORA,12.9,MAR,6.7,2002
TABASCO,21.6,MAR,20.8,2002
TAMAULIPAS,16.6,MAR,14.0,2002
TLAXCALA,5.7,MAR,4.8,2002
VERACRUZ,17.6,MAR,15.7,2002
YUCATÁN,19.8,MAR,18.8,2002
ZACATECAS,8.5,MAR,6.2,2002
AGUASCALIENTES,9.8,ABR,10.7,2002
BAJA CALIFORNIA,10.7,ABR,9.7,2002
BAJA CALIFORNIA SUR,13.9,ABR,12.6,2002
CAMPECHE,19.6,ABR,20.5,2002
COAHUILA,12.8,ABR,15.2,2002
COLIMA,17.7,ABR,16.8,2002
CHIAPAS,17.4,ABR,17.9,2002
CHIHUAHUA,11.4,ABR,12.4,2002
DISTRITO FEDERAL,8.6,ABR,9.5,2002
DURANGO,8.6,ABR,10.5,2002
GUANAJUATO,9.9,ABR,11.2,2002
GUERRERO,18.3,ABR,19.7,2002
HIDALGO,8.5,ABR,9.1,2002
JALISCO,12.1,ABR,12.7,2002
ESTADO DE MÉXICO,6.0,ABR,6.6,2002
MICHOACÁN,10.6,ABR,11.8,2002
MORELOS,13.5,ABR,15.4,2002
NAYARIT,16.5,ABR,15.8,2002
NUEVO LEÓN,8.7,ABR,10.2,2002
OAXACA,15.0,ABR,15.7,2002
PUEBLA,10.1,ABR,10.8,2002
QUERÉTARO,9.6,ABR,10.4,2002
QUINTANA ROO,19.6,ABR,19.3,2002
SAN LUIS POTOSÍ,13.5,ABR,14.7,2002
SINALOA,16.7,ABR,15.6,2002
SONORA,12.9,ABR,11.9,2002
TABASCO,21.6,ABR,23.4,2002
TAMAULIPAS,16.6,ABR,18.1,2002
TLAXCALA,5.7,ABR,5.4,2002
VERACRUZ,17.6,ABR,18.8,2002
YUCATÁN,19.8,ABR,19.8,2002
ZACATECAS,8.5,ABR,9.9,2002
AGUASCALIENTES,9.8,MAY,12.8,2002
BAJA CALIFORNIA,10.7,MAY,11.2,2002
BAJA CALIFORNIA SUR,13.9,MAY,14.1,2002
CAMPECHE,19.6,MAY,21.7,2002
COAHUILA,12.8,MAY,18.2,2002
COLIMA,17.7,MAY,18.7,2002
CHIAPAS,17.4,MAY,18.9,2002
CHIHUAHUA,11.4,MAY,16.4,2002
DISTRITO FEDERAL,8.6,MAY,10.7,2002
DURANGO,8.6,MAY,12.8,2002
GUANAJUATO,9.9,MAY,13.0,2002
GUERRERO,18.3,MAY,20.6,2002
HIDALGO,8.5,MAY,10.4,2002
JALISCO,12.1,MAY,15.1,2002
ESTADO DE MÉXICO,6.0,MAY,7.5,2002
MICHOACÁN,10.6,MAY,13.7,2002
MORELOS,13.5,MAY,16.4,2002
NAYARIT,16.5,MAY,19.1,2002
NUEVO LEÓN,8.7,MAY,11.0,2002
OAXACA,15.0,MAY,16.7,2002
PUEBLA,10.1,MAY,11.8,2002
QUERÉTARO,9.6,MAY,11.7,2002
QUINTANA ROO,19.6,MAY,20.9,2002
SAN LUIS POTOSÍ,13.5,MAY,17.1,2002
SINALOA,16.7,MAY,17.9,2002
SONORA,12.9,MAY,13.3,2002
TABASCO,21.6,MAY,23.9,2002
TAMAULIPAS,16.6,MAY,20.3,2002
TLAXCALA,5.7,MAY,6.8,2002
VERACRUZ,17.6,MAY,20.1,2002
YUCATÁN,19.8,MAY,21.2,2002
ZACATECAS,8.5,MAY,12.3,2002
AGUASCALIENTES,9.8,JUN,13.5,2002
BAJA CALIFORNIA,10.7,JUN,14.5,2002
BAJA CALIFORNIA SUR,13.9,JUN,16.6,2002
CAMPECHE,19.6,JUN,21.8,2002
COAHUILA,12.8,JUN,19.5,2002
COLIMA,17.7,JUN,19.9,2002
CHIAPAS,17.4,JUN,18.8,2002
CHIHUAHUA,11.4,JUN,19.5,2002
DISTRITO FEDERAL,8.6,JUN,10.3,2002
DURANGO,8.6,JUN,14.2,2002
GUANAJUATO,9.9,JUN,13.0,2002
GUERRERO,18.3,JUN,20.1,2002
HIDALGO,8.5,JUN,10.9,2002
JALISCO,12.1,JUN,16.3,2002
ESTADO DE MÉXICO,6.0,JUN,8.3,2002
MICHOACÁN,10.6,JUN,13.9,2002
MORELOS,13.5,JUN,15.7,2002
NAYARIT,16.5,JUN,21.1,2002
NUEVO LEÓN,8.7,JUN,11.6,2002
OAXACA,15.0,JUN,16.8,2002
PUEBLA,10.1,JUN,12.5,2002
QUERÉTARO,9.6,JUN,11.7,2002
QUINTANA ROO,19.6,JUN,21.8,2002
SAN LUIS POTOSÍ,13.5,JUN,17.6,2002
SINALOA,16.7,JUN,22.0,2002
SONORA,12.9,JUN,19.9,2002
TABASCO,21.6,JUN,23.0,2002
TAMAULIPAS,16.6,JUN,21.4,2002
TLAXCALA,5.7,JUN,8.6,2002
VERACRUZ,17.6,JUN,20.5,2002
YUCATÁN,19.8,JUN,21.9,2002
ZACATECAS,8.5,JUN,13.3,2002
AGUASCALIENTES,9.8,JUL,12.9,2002
BAJA CALIFORNIA,10.7,JUL,16.9,2002
BAJA CALIFORNIA SUR,13.9,JUL,19.5,2002
CAMPECHE,19.6,JUL,21.1,2002
COAHUILA,12.8,JUL,19.4,2002
COLIMA,17.7,JUL,20.0,2002
CHIAPAS,17.4,JUL,18.7,2002
CHIHUAHUA,11.4,JUL,18.4,2002
DISTRITO FEDERAL,8.6,JUL,10.2,2002
DURANGO,8.6,JUL,14.0,2002
GUANAJUATO,9.9,JUL,12.7,2002
GUERRERO,18.3,JUL,19.6,2002
HIDALGO,8.5,JUL,11.5,2002
JALISCO,12.1,JUL,16.0,2002
ESTADO DE MÉXICO,6.0,JUL,8.5,2002
MICHOACÁN,10.6,JUL,13.6,2002
MORELOS,13.5,JUL,15.2,2002
NAYARIT,16.5,JUL,20.9,2002
NUEVO LEÓN,8.7,JUL,11.8,2002
OAXACA,15.0,JUL,16.3,2002
PUEBLA,10.1,JUL,12.2,2002
QUERÉTARO,9.6,JUL,11.3,2002
QUINTANA ROO,19.6,JUL,21.8,2002
SAN LUIS POTOSÍ,13.5,JUL,17.2,2002
