ENTIDAD,ANUAL,MESES,Tmax,AÑO
GUANAJUATO,27.2,MAR,28.1,2012
GUERRERO,31.2,MAR,33.3,2012
HIDALGO,25.0,MAR,26.0,2012
JALISCO,28.1,MAR,29.5,2012
ESTADO DE MÉXICO,21.9,MAR,23.1,2012
MICHOACÁN,27.7,MAR,29.7,2012
MORELOS,29.1,MAR,31.5,2012
NAYARIT,32.5,MAR,32.5,2012
NUEVO LEÓN,29.8,MAR,28.6,2012
OAXACA,31.0,MAR,32.3,2012
PUEBLA,25.0,MAR,26.2,2012
QUERÉTARO,26.6,MAR,28.7,2012
QUINTANA ROO,31.7,MAR,31.7,2012
SAN LUIS POTOSÍ,29.7,MAR,29.6,2012
SINALOA,32.9,MAR,31.4,2012
SONORA,31.2,MAR,27.6,2012
TABASCO,31.0,MAR,32.2,2012
TAMAULIPAS,30.5,MAR,29.2,2012
TLAXCALA,23.1,MAR,25.1,2012
VERACRUZ,28.1,MAR,28.5,2012
YUCATÁN,32.0,MAR,33.5,2012
ZACATECAS,26.7,MAR,33.5,2012
AGUASCALIENTES,26.6,ABR,28.9,2012
BAJA CALIFORNIA,27.0,ABR,24.8,2012
BAJA CALIFORNIA SUR,29.9,ABR,28.3,2012
CAMPECHE,32.4,ABR,35.0,2012
COAHUILA,30.0,ABR,31.0,2012
COLIMA,31.6,ABR,30.0,2012
CHIAPAS,30.2,ABR,30.3,2012
CHIHUAHUA,27.8,ABR,33.0,2012
DISTRITO FEDERAL,23.4,ABR,24.6,2012
DURANGO,27.5,ABR,30.3,2012
GUANAJUATO,27.2,ABR,32.6,2012
GUERRERO,31.2,ABR,30.4,2012
HIDALGO,25.0,ABR,27.3,2012
JALISCO,28.1,ABR,30.6,2012
ESTADO DE MÉXICO,21.9,ABR,22.8,2012
MICHOACÁN,27.7,ABR,30.5,2012
MORELOS,29.1,ABR,31.9,2012
NAYARIT,32.5,ABR,32.9,2012
NUEVO LEÓN,29.8,ABR,31.7,2012
OAXACA,31.0,ABR,32.5,2012
PUEBLA,25.0,ABR,26.7,2012
QUERÉTARO,26.6,ABR,29.6,2012
QUINTANA ROO,31.7,ABR,32.1,2012
SAN LUIS POTOSÍ,29.7,ABR,33.2,2012
SINALOA,32.9,ABR,31.8,2012
SONORA,31.2,ABR,31.8,2012
TABASCO,31.0,ABR,29.7,2012
TAMAULIPAS,30.5,ABR,31.5,2012
TLAXCALA,23.1,ABR,24.3,2012
VERACRUZ,28.1,ABR,30.0,2012
YUCATÁN,32.0,ABR,33.4,2012
ZACATECAS,26.7,ABR,28.6,2012
AGUASCALIENTES,26.6,MAY,31.4,2012
BAJA CALIFORNIA,27.0,MAY,30.6,2012
BAJA CALIFORNIA SUR,29.9,MAY,31.8,2012
CAMPECHE,32.4,MAY,35.9,2012
COAHUILA,30.0,MAY,34.1,2012
COLIMA,31.6,MAY,32.8,2012
CHIAPAS,30.2,MAY,32.2,2012
CHIHUAHUA,27.8,MAY,32.6,2012
DISTRITO FEDERAL,23.4,MAY,26.3,2012
DURANGO,27.5,MAY,31.9,2012
GUANAJUATO,27.2,MAY,31.5,2012
GUERRERO,31.2,MAY,33.5,2012
HIDALGO,25.0,MAY,28.7,2012
JALISCO,28.1,MAY,33.0,2012
ESTADO DE MÉXICO,21.9,MAY,24.7,2012
MICHOACÁN,27.7,MAY,32.1,2012
MORELOS,29.1,MAY,32.1,2012
NAYARIT,32.5,MAY,35.5,2012
NUEVO LEÓN,29.8,MAY,33.7,2012
OAXACA,31.0,MAY,33.5,2012
PUEBLA,25.0,MAY,27.9,2012
QUERÉTARO,26.6,MAY,31.7,2012
QUINTANA ROO,31.7,MAY,32.9,2012
SAN LUIS POTOSÍ,29.7,MAY,34.0,2012
SINALOA,32.9,MAY,36.8,2012
SONORA,31.2,MAY,36.3,2012
TABASCO,31.0,MAY,33.9,2012
TAMAULIPAS,30.5,MAY,34.0,2012
TLAXCALA,23.1,MAY,26.5,2012
VERACRUZ,28.1,MAY,31.4,2012
YUCATÁN,32.0,MAY,34.9,2012
ZACATECAS,26.7,MAY,31.0,2012
AGUASCALIENTES,26.6,JUN,30.2,2012
BAJA CALIFORNIA,27.0,JUN,31.3,2012
BAJA CALIFORNIA SUR,29.9,JUN,33.0,2012
CAMPECHE,32.4,JUN,32.8,2012
COAHUILA,30.0,JUN,36.2,2012
COLIMA,31.6,JUN,31.4,2012
CHIAPAS,30.2,JUN,30.3,2012
CHIHUAHUA,27.8,JUN,35.2,2012
DISTRITO FEDERAL,23.4,JUN,24.7,2012
DURANGO,27.5,JUN,32.5,2012
GUANAJUATO,27.2,JUN,29.5,2012
GUERRERO,31.2,JUN,31.2,2012
HIDALGO,25.0,JUN,27.2,2012
JALISCO,28.1,JUN,30.6,2012
ESTADO DE MÉXICO,21.9,JUN,22.6,2012
MICHOACÁN,27.7,JUN,29.3,2012
MORELOS,29.1,JUN,29.8,2012
NAYARIT,32.5,JUN,33.9,2012
NUEVO LEÓN,29.8,JUN,35.0,2012
OAXACA,31.0,JUN,31.0,2012
PUEBLA,25.0,JUN,26.0,2012
QUERÉTARO,26.6,JUN,28.0,2012
QUINTANA ROO,31.7,JUN,32.2,2012
SAN LUIS POTOSÍ,29.7,JUN,33.6,2012
SINALOA,32.9,JUN,36.4,2012
SONORA,31.2,JUN,38.6,2012
TABASCO,31.0,JUN,32.2,2012
TAMAULIPAS,30.5,JUN,35.2,2012
TLAXCALA,23.1,JUN,23.6,2012
VERACRUZ,28.1,JUN,30.7,2012
YUCATÁN,32.0,JUN,33.0,2012
ZACATECAS,26.7,JUN,29.6,2012
AGUASCALIENTES,26.6,JUL,26.5,2012
BAJA CALIFORNIA,27.0,JUL,31.1,2012
BAJA CALIFORNIA SUR,29.9,JUL,34.6,2012
CAMPECHE,32.4,JUL,33.2,2012
COAHUILA,30.0,JUL,35.1,2012
COLIMA,31.6,JUL,32.7,2012
CHIAPAS,30.2,JUL,30.8,2012
CHIHUAHUA,27.8,JUL,30.6,2012
DISTRITO FEDERAL,23.4,JUL,23.0,2012
DURANGO,27.5,JUL,29.4,2012
GUANAJUATO,27.2,JUL,26.6,2012
GUERRERO,31.2,JUL,31.4,2012
HIDALGO,25.0,JUL,25.0,2012
JALISCO,28.1,JUL,28.2,2012
ESTADO DE MÉXICO,21.9,JUL,21.8,2012
MICHOACÁN,27.7,JUL,27.1,2012
MORELOS,29.1,JUL,27.8,2012
NAYARIT,32.5,JUL,33.2,2012
NUEVO LEÓN,29.8,JUL,34.6,2012
OAXACA,31.0,JUL,31.5,2012
PUEBLA,25.0,JUL,25.0,2012
QUERÉTARO,26.6,JUL,25.9,2012
QUINTANA ROO,31.7,JUL,33.9,2012
SAN LUIS POTOSÍ,29.7,JUL,31.6,2012
SINALOA,32.9,JUL,35.4,2012
SONORA,31.2,JUL,35.6,2012
TABASCO,31.0,JUL,32.6,2012
TAMAULIPAS,30.5,JUL,34.2,2012
TLAXCALA,23.1,JUL,22.3,2012
VERACRUZ,28.1,JUL,29.4,2012
YUCATÁN,32.0,JUL,33.1,2012
ZACATECAS,26.7,JUL,26.5,2012
AGUASCALIENTES,26.6,AGO,27.2,2012
BAJA CALIFORNIA,27.0,AGO,34.4,2012
BAJA CALIFORNIA SUR,29.9,AGO,35.5,2012
CAMPECHE,32.4,AGO,33.5,2012
COAHUILA,30.0,AGO,36.9,2012
COLIMA,31.6,AGO,32.6,2012
CHIAPAS,30.2,AGO,30.7,2012
CHIHUAHUA,27.8,AGO,32.1,2012
DISTRITO FEDERAL,23.4,AGO,23.1,2012
DURANGO,27.5,AGO,29.9,2012
GUANAJUATO,27.2,AGO,27.0,2012
GUERRERO,31.2,AGO,31.2,2012
HIDALGO,25.0,AGO,26.0,2012
JALISCO,28.1,AGO,28.4,2012
ESTADO DE MÉXICO,21.9,AGO,22.2,2012
MICHOACÁN,27.7,AGO,26.8,2012
MORELOS,29.1,AGO,28.1,2012
NAYARIT,32.5,AGO,33.3,2012
NUEVO LEÓN,29.8,AGO,36.0,2012
OAXACA,31.0,AGO,31.3,2012
PUEBLA,25.0,AGO,25.1,2012
QUERÉTARO,26.6,AGO,26.3,2012
QUINTANA ROO,31.7,AGO,33.9,2012
SAN LUIS POTOSÍ,29.7,AGO,32.3,2012
SINALOA,32.9,AGO,35.3,2012
SONORA,31.2,AGO,36.6,2012
TABASCO,31.0,AGO,32.7,2012
TAMAULIPAS,30.5,AGO,35.5,2012
TLAXCALA,23.1,AGO,22.2,2012
VERACRUZ,28.1,AGO,29.9,2012
YUCATÁN,32.0,AGO,33.5,2012
ZACATECAS,26.7,AGO,26.9,2012
AGUASCALIENTES,26.6,SEP,26.4,2012
BAJA CALIFORNIA,27.0,SEP,33.1,2012
BAJA CALIFORNIA SUR,29.9,SEP,34.1,2012
CAMPECHE,32.4,SEP,32.1,2012
COAHUILA,30.0,SEP,33.0,2012
COLIMA,31.6,SEP,32.0,2012
CHIAPAS,30.2,SEP,30.4,2012
CHIHUAHUA,27.8,SEP,29.2,2012
DISTRITO FEDERAL,23.4,SEP,23.3,2012
DURANGO,27.5,SEP,27.7,2012
GUANAJUATO,27.2,SEP,26.9,2012
GUERRERO,31.2,SEP,30.6,2012
HIDALGO,25.0,SEP,25.2,2012
JALISCO,28.1,SEP,27.3,2012
ESTADO DE MÉXICO,21.9,SEP,23.0,2012
MICHOACÁN,27.7,SEP,27.4,2012
MORELOS,29.1,SEP,28.2,2012
NAYARIT,32.5,SEP,32.9,2012
NUEVO LEÓN,29.8,SEP,33.0,2012
OAXACA,31.0,SEP,31.3,2012
PUEBLA,25.0,SEP,25.2,2012
QUERÉTARO,26.6,SEP,26.8,2012
QUINTANA ROO,31.7,SEP,33.5,2012
SAN LUIS POTOSÍ,29.7,SEP,31.0,2012
SINALOA,32.9,SEP,34.6,2012
SONORA,31.2,SEP,34.6,2012
TABASCO,31.0,SEP,32.5,2012
TAMAULIPAS,30.5,SEP,33.8,2012
TLAXCALA,23.1,SEP,22.8,2012
VERACRUZ,28.1,SEP,29.4,2012
YUCATÁN,32.0,SEP,33.4,2012
ZACATECAS,26.7,SEP,25.6,2012
AGUASCALIENTES,26.6,OCT,28.1,2012
BAJA CALIFORNIA,27.0,OCT,30.0,2012
BAJA CALIFORNIA SUR,29.9,OCT,31.9,2012
CAMPECHE,32.4,OCT,31.8,2012
COAHUILA,30.0,OCT,30.6,2012
COLIMA,31.6,OCT,33.2,2012
CHIAPAS,30.2,OCT,29.7,2012
CHIHUAHUA,27.8,OCT,28.7,2012
DISTRITO FEDERAL,23.4,OCT,24.3,2012
DURANGO,27.5,OCT,28.0,2012
GUANAJUATO,27.2,OCT,28.5,2012
GUERRERO,31.2,OCT,31.0,2012
HIDALGO,25.0,OCT,25.7,2012
JALISCO,28.1,OCT,27.8,2012
ESTADO DE MÉXICO,21.9,OCT,22.9,2012
MICHOACÁN,27.7,OCT,28.9,2012
MORELOS,29.1,OCT,28.7,2012
NAYARIT,32.5,OCT,33.6,2012
NUEVO LEÓN,29.8,OCT,30.7,2012
OAXACA,31.0,OCT,31.2,2012
PUEBLA,25.0,OCT,25.2,2012
QUERÉTARO,26.6,OCT,27.7,2012
QUINTANA ROO,31.7,OCT,32.1,2012
SAN LUIS POTOSÍ,29.7,OCT,30.5,2012
SINALOA,32.9,OCT,34.3,2012
SONORA,31.2,OCT,33.1,2012
TABASCO,31.0,OCT,31.3,2012
TAMAULIPAS,30.5,OCT,31.9,2012
TLAXCALA,23.1,OCT,23.9,2012
VERACRUZ,28.1,OCT,28.4,2012
YUCATÁN,32.0,OCT,31.5,2012
ZACATECAS,26.7,OCT,27.5,2012
AGUASCALIENTES,26.6,NOV,24.4,2012
BAJA CALIFORNIA,27.0,NOV,24.3,2012
BAJA CALIFORNIA SUR,29.9,NOV,28.7,2012
CAMPECHE,32.4,NOV,29.5,2012
COAHUILA,30.0,NOV,25.3,2012
COLIMA,31.6,NOV,31.8,2012
CHIAPAS,30.2,NOV,28.5,2012
CHIHUAHUA,27.8,NOV,24.0,2012
DISTRITO FEDERAL,23.4,NOV,21.3,2012
DURANGO,27.5,NOV,25.1,2012
GUANAJUATO,27.2,NOV,24.7,2012
GUERRERO,31.2,NOV,30.3,2012
HIDALGO,25.0,NOV,22.1,2012
JALISCO,28.1,NOV,26.8,2012
ESTADO DE MÉXICO,21.9,NOV,20.0,2012
MICHOACÁN,27.7,NOV,26.0,2012
MORELOS,29.1,NOV,27.5,2012
NAYARIT,32.5,NOV,32.6,2012
NUEVO LEÓN,29.8,NOV,24.5,2012
OAXACA,31.0,NOV,29.0,2012
PUEBLA,25.0,NOV,23.1,2012
QUERÉTARO,26.6,NOV,23.6,2012
QUINTANA ROO,31.7,NOV,29.7,2012
SAN LUIS POTOSÍ,29.7,NOV,25.6,2012
SINALOA,32.9,NOV,32.5,2012
SONORA,31.2,NOV,28.7,2012
TABASCO,31.0,NOV,29.8,2012
TAMAULIPAS,30.5,NOV,26.9,2012
TLAXCALA,23.1,NOV,21.7,2012
VERACRUZ,28.1,NOV,25.1,2012
YUCATÁN,32.0,NOV,28.8,2012
ZACATECAS,26.7,NOV,24.2,2012
AGUASCALIENTES,26.6,DIC,24.0,2012
BAJA CALIFORNIA,27.0,DIC,20.4,2012
BAJA CALIFORNIA SUR,29.9,DIC,25.0,2012
CAMPECHE,32.4,DIC,31.2,2012
COAHUILA,30.0,DIC,23.6,2012
COLIMA,31.6,DIC,31.8,2012
CHIAPAS,30.2,DIC,29.8,2012
CHIHUAHUA,27.8,DIC,20.7,2012
DISTRITO FEDERAL,23.4,DIC,23.3,2012
DURANGO,27.5,DIC,22.7,2012
GUANAJUATO,27.2,DIC,24.9,2012
GUERRERO,31.2,DIC,30.7,2012
HIDALGO,25.0,DIC,23.8,2012
JALISCO,28.1,DIC,25.7,2012
ESTADO DE MÉXICO,21.9,DIC,22.1,2012
MICHOACÁN,27.7,DIC,25.8,2012
MORELOS,29.1,DIC,28.4,2012
NAYARIT,32.5,DIC,30.2,2012
NUEVO LEÓN,29.8,DIC,24.0,2012
OAXACA,31.0,DIC,29.9,2012
PUEBLA,25.0,DIC,24.3,2012
QUERÉTARO,26.6,DIC,24.5,2012
QUINTANA ROO,31.7,DIC,30.4,2012
SAN LUIS POTOSÍ,29.7,DIC,26.0,2012
SINALOA,32.9,DIC,28.4,2012
SONORA,31.2,DIC,23.1,2012
TABASCO,31.0,DIC,30.3,2012
TAMAULIPAS,30.5,DIC,26.1,2012
TLAXCALA,23.1,DIC,22.9,2012
VERACRUZ,28.1,DIC,26.2,2012
YUCATÁN,32.0,DIC,30.8,2012
ZACATECAS,26.7,DIC,23.3,2012
Aguascalientes,27.4,ENE,23.1,2019
Baja California,26.4,ENE,20.4,2019
Baja California Sur,29.9,ENE,25.2,2019
Campeche,33.7,ENE,29.4,2019
Coahuila,29.5,ENE,20.6,2019
Colima,33.8,ENE,33.2,2019
Chiapas,31.9,ENE,29.6,2019
Chihuahua,27.6,ENE,20.3,2019
Ciudad de México,25.4,ENE,22.7,2019
Durango,28.2,ENE,22.6,2019
Guanajuato,28.3,ENE,24.6,2019
Guerrero,32.4,ENE,30.9,2019
Hidalgo,27.4,ENE,23.4,2019
Jalisco,30.2,ENE,26.7,2019
Estado de México,23.8,ENE,21.6,2019
Michoacán,29.8,ENE,27.0,2019
Morelos,30.1,ENE,28.3,2019
Nayarit,33.8,ENE,31.3,2019
Nuevo León,29.9,ENE,21.5,2019
Oaxaca,31.1,ENE,28.3,2019
Puebla,26.8,ENE,23.4,2019
Querétaro,28.6,ENE,24.7,2019
Quintana Roo,33.3,ENE,29.6,2019
San Luis Potosí,31.5,ENE,24.8,2019
Sinaloa,33.5,ENE,29.3,2019
Sonora,30.7,ENE,23.1,2019
Tabasco,32.7,ENE,28.1,2019
Tamaulipas,31.2,ENE,23.4,2019
Tlaxcala,24.3,ENE,22.4,2019
Veracruz,29.1,ENE,24.1,2019
Yucatán,33.8,ENE,28.8,2019
Zacatecas,27.0,ENE,22.3,2019
Aguascalientes,27.4,FEB,26.7,2019
Baja California,26.4,FEB,17.9,2019
Baja California Sur,29.9,FEB,24.7,2019
Campeche,33.7,FEB,33.2,2019
Coahuila,29.5,FEB,24.7,2019
Colima,33.8,FEB,33.0,2019
Chiapas,31.9,FEB,32.3,2019
Chihuahua,27.6,FEB,21.5,2019
Ciudad de México,25.4,FEB,25.6,2019
Durango,28.2,FEB,25.8,2019
Guanajuato,28.3,FEB,27.9,2019
Guerrero,32.4,FEB,32.6,2019
Hidalgo,27.4,FEB,27.9,2019
Jalisco,30.2,FEB,29.7,2019
Estado de México,23.8,FEB,24.4,2019
Michoacán,29.8,FEB,30.1,2019
Morelos,30.1,FEB,31.3,2019
Nayarit,33.8,FEB,32.1,2019
Nuevo León,29.9,FEB,26.0,2019
Oaxaca,31.1,FEB,31.8,2019
Puebla,26.8,FEB,26.8,2019
Querétaro,28.6,FEB,28.1,2019
Quintana Roo,33.3,FEB,31.9,2019
San Luis Potosí,31.5,FEB,29.4,2019
Sinaloa,33.5,FEB,29.5,2019
Sonora,30.7,FEB,22.5,2019
Tabasco,32.7,FEB,31.3,2019
Tamaulipas,31.2,FEB,27.6,2019
Tlaxcala,24.3,FEB,25.1,2019
Veracruz,29.1,FEB,27.9,2019
Yucatán,33.8,FEB,33.0,2019
Zacatecas,27.0,FEB,25.9,2019
Aguascalientes,27.4,MAR,29.3,2019
Baja California,26.4,MAR,22.2,2019
Baja California Sur,29.9,MAR,27.6,2019
Campeche,33.7,MAR,33.5,2019
Coahuila,29.5,MAR,25.5,2019
Colima,33.8,MAR,34.1,2019
Chiapas,31.9,MAR,32.6,2019
Chihuahua,27.6,MAR,26.0,2019
Ciudad de México,25.4,MAR,27.0,2019
Durango,28.2,MAR,28.1,2019
Guanajuato,28.3,MAR,30.1,2019
Guerrero,32.4,MAR,33.7,2019
Hidalgo,27.4,MAR,28.1,2019
Jalisco,30.2,MAR,31.9,2019
Estado de México,23.8,MAR,26.0,2019
Michoacán,29.8,MAR,31.6,2019
Morelos,30.1,MAR,33.5,2019
Nayarit,33.8,MAR,34.4,2019
Nuevo León,29.9,MAR,26.1,2019
Oaxaca,31.1,MAR,32.3,2019
Puebla,26.8,MAR,27.5,2019
Querétaro,28.6,MAR,29.6,2019
Quintana Roo,33.3,MAR,32.7,2019
San Luis Potosí,31.5,MAR,29.2,2019
Sinaloa,33.5,MAR,32.6,2019
Sonora,30.7,MAR,27.7,2019
Tabasco,32.7,MAR,32.0,2019
Tamaulipas,31.2,MAR,28.1,2019
Tlaxcala,24.3,MAR,26.4,2019
Veracruz,29.1,MAR,27.8,2019
Yucatán,33.8,MAR,33.6,2019
Zacatecas,27.0,MAR,28.4,2019
Aguascalientes,27.4,ABR,29.8,2019
Baja California,26.4,ABR,27.6,2019
Baja California Sur,29.9,ABR,29.7,2019
Campeche,33.7,ABR,35.6,2019
Coahuila,29.5,ABR,31.2,2019
Colima,33.8,ABR,33.3,2019
Chiapas,31.9,ABR,34.0,2019
Chihuahua,27.6,ABR,29.0,2019
Ciudad de México,25.4,ABR,27.4,2019
Durango,28.2,ABR,29.7,2019
Guanajuato,28.3,ABR,30.9,2019
Guerrero,32.4,ABR,33.6,2019
Hidalgo,27.4,ABR,30.5,2019
Jalisco,30.2,ABR,32.3,2019
Estado de México,23.8,ABR,26.4,2019
Michoacán,29.8,ABR,32.3,2019
Morelos,30.1,ABR,33.9,2019
Nayarit,33.8,ABR,34.7,2019
Nuevo León,29.9,ABR,31.3,2019
Oaxaca,31.1,ABR,33.8,2019
Puebla,26.8,ABR,29.3,2019
Querétaro,28.6,ABR,30.9,2019
Quintana Roo,33.3,ABR,33.6,2019
San Luis Potosí,31.5,ABR,34.5,2019
Sinaloa,33.5,ABR,33.9,2019
Sonora,30.7,ABR,31.3,2019
Tabasco,32.7,ABR,34.1,2019
Tamaulipas,31.2,ABR,32.5,2019
Tlaxcala,24.3,ABR,27.1,2019
Veracruz,29.1,ABR,30.8,2019
Yucatán,33.8,ABR,35.8,2019
Zacatecas,27.0,ABR,29.1,2019
Aguascalientes,27.4,MAY,32.1,2019
Baja California,26.4,MAY,26.4,2019
Baja California Sur,29.9,MAY,29.2,2019
Campeche,33.7,MAY,37.7,2019
Coahuila,29.5,MAY,33.0,2019
Colima,33.8,MAY,33.8,2019
Chiapas,31.9,MAY,34.3,2019
Chihuahua,27.6,MAY,32.1,2019
Ciudad de México,25.4,MAY,28.7,2019
Durango,28.2,MAY,31.7,2019
Guanajuato,28.3,MAY,32.8,2019
Guerrero,32.4,MAY,34.2,2019
Hidalgo,27.4,MAY,32.1,2019
Jalisco,30.2,MAY,34.1,2019
Estado de México,23.8,MAY,27.7,2019
Michoacán,29.8,MAY,33.7,2019
Morelos,30.1,MAY,33.9,2019
Nayarit,33.8,MAY,35.6,2019
Nuevo León,29.9,MAY,33.2,2019
Oaxaca,31.1,MAY,34.6,2019
Puebla,26.8,MAY,30.6,2019
Querétaro,28.6,MAY,33.2,2019
Quintana Roo,33.3,MAY,34.9,2019
San Luis Potosí,31.5,MAY,36.3,2019
Sinaloa,33.5,MAY,35.3,2019
Sonora,30.7,MAY,32.0,2019
Tabasco,32.7,MAY,37.6,2019
Tamaulipas,31.2,MAY,34.8,2019
Tlaxcala,24.3,MAY,27.6,2019
Veracruz,29.1,MAY,33.7,2019
Yucatán,33.8,MAY,37.4,2019
Zacatecas,27.0,MAY,31.3,2019
Aguascalientes,27.4,JUN,30.8,2019
Baja California,26.4,JUN,30.6,2019
Baja California Sur,29.9,JUN,33.1,2019
Campeche,33.7,JUN,35.8,2019
Coahuila,29.5,JUN,35.0,2019
Colima,33.8,JUN,35.2,2019
Chiapas,31.9,JUN,32.3,2019
Chihuahua,27.6,JUN,35.9,2019
Ciudad de México,25.4,JUN,25.9,2019
Durango,28.2,JUN,33.5,2019
Guanajuato,28.3,JUN,30.2,2019
Guerrero,32.4,JUN,32.9,2019
Hidalgo,27.4,JUN,28.5,2019
Jalisco,30.2,JUN,33.2,2019
Estado de México,23.8,JUN,24.8,2019
Michoacán,29.8,JUN,31.3,2019
Morelos,30.1,JUN,29.9,2019
Nayarit,33.8,JUN,37.0,2019
Nuevo León,29.9,JUN,35.1,2019
Oaxaca,31.1,JUN,31.9,2019
Puebla,26.8,JUN,27.8,2019
Querétaro,28.6,JUN,29.9,2019
Quintana Roo,33.3,JUN,35.4,2019
San Luis Potosí,31.5,JUN,35.1,2019
Sinaloa,33.5,JUN,37.6,2019
Sonora,30.7,JUN,38.2,2019
Tabasco,32.7,JUN,35.0,2019
Tamaulipas,31.2,JUN,36.2,2019
Tlaxcala,24.3,JUN,24.4,2019
Veracruz,29.1,JUN,31.7,2019
Yucatán,33.8,JUN,36.6,2019
Zacatecas,27.0,JUN,30.5,2019
Aguascalientes,27.4,JUL,28.6,2019
Baja California,26.4,JUL,32.7,2019
Baja California Sur,29.9,JUL,35.4,2019
Campeche,33.7,JUL,35.0,2019
Coahuila,29.5,JUL,35.6,2019
Colima,33.8,JUL,35.0,2019
Chiapas,31.9,JUL,32.3,2019
Chihuahua,27.6,JUL,34.4,2019
Ciudad de México,25.4,JUL,24.7,2019
Durango,28.2,JUL,31.3,2019
Guanajuato,28.3,JUL,28.2,2019
Guerrero,32.4,JUL,32.2,2019
Hidalgo,27.4,JUL,27.6,2019
Jalisco,30.2,JUL,30.5,2019
Estado de México,23.8,JUL,23.2,2019
Michoacán,29.8,JUL,29.8,2019
Morelos,30.1,JUL,28.7,2019
Nayarit,33.8,JUL,35.9,2019
Nuevo León,29.9,JUL,35.3,2019
Oaxaca,31.1,JUL,30.8,2019
Puebla,26.8,JUL,26.9,2019
Querétaro,28.6,JUL,28.6,2019
Quintana Roo,33.3,JUL,36.0,2019
San Luis Potosí,31.5,JUL,34.6,2019
Sinaloa,33.5,JUL,37.6,2019
Sonora,30.7,JUL,38.6,2019
Tabasco,32.7,JUL,34.5,2019
Tamaulipas,31.2,JUL,36.1,2019
Tlaxcala,24.3,JUL,23.9,2019
Veracruz,29.1,JUL,31.0,2019
Yucatán,33.8,JUL,35.7,2019
Zacatecas,27.0,JUL,28.1,2019
Aguascalientes,27.4,AGO,28.4,2019
Baja California,26.4,AGO,35.3,2019
Baja California Sur,29.9,AGO,35.4,2019
Campeche,33.7,AGO,35.3,2019
Coahuila,29.5,AGO,37.6,2019
Colima,33.8,AGO,34.5,2019
Chiapas,31.9,AGO,32.7,2019
Chihuahua,27.6,AGO,33.1,2019
Ciudad de México,25.4,AGO,26.0,2019
Durango,28.2,AGO,31.9,2019
Guanajuato,28.3,AGO,28.7,2019
Guerrero,32.4,AGO,32.6,2019
Hidalgo,27.4,AGO,28.6,2019
Jalisco,30.2,AGO,30.3,2019
Estado de México,23.8,AGO,23.4,2019
Michoacán,29.8,AGO,29.3,2019
Morelos,30.1,AGO,29.3,2019
Nayarit,33.8,AGO,33.8,2019
Nuevo León,29.9,AGO,37.6,2019
Oaxaca,31.1,AGO,31.7,2019
Puebla,26.8,AGO,27.9,2019
Querétaro,28.6,AGO,30.6,2019
Quintana Roo,33.3,AGO,35.5,2019
San Luis Potosí,31.5,AGO,36.6,2019
Sinaloa,33.5,AGO,36.1,2019
Sonora,30.7,AGO,37.9,2019
Tabasco,32.7,AGO,35.3,2019
Tamaulipas,31.2,AGO,38.1,2019
Tlaxcala,24.3,AGO,24.2,2019
Veracruz,29.1,AGO,31.9,2019
Yucatán,33.8,AGO,35.6,2019
Zacatecas,27.0,AGO,28.6,2019
Aguascalientes,27.4,SEP,26.8,2019
Baja California,26.4,SEP,31.8,2019
Baja California Sur,29.9,SEP,33.6,2019
Campeche,33.7,SEP,34.3,2019
Coahuila,29.5,SEP,33.6,2019
Colima,33.8,SEP,33.9,2019
Chiapas,31.9,SEP,31.9,2019
Chihuahua,27.6,SEP,29.6,2019
Ciudad de México,25.4,SEP,25.0,2019
Durango,28.2,SEP,28.9,2019
Guanajuato,28.3,SEP,27.7,2019
Guerrero,32.4,SEP,31.8,2019
Hidalgo,27.4,SEP,26.9,2019
Jalisco,30.2,SEP,29.7,2019
Estado de México,23.8,SEP,22.6,2019
Michoacán,29.8,SEP,28.8,2019
Morelos,30.1,SEP,28.7,2019
Nayarit,33.8,SEP,33.6,2019
Nuevo León,29.9,SEP,32.5,2019
Oaxaca,31.1,SEP,31.2,2019
Puebla,26.8,SEP,26.8,2019
Querétaro,28.6,SEP,28.7,2019
Quintana Roo,33.3,SEP,35.0,2019
San Luis Potosí,31.5,SEP,33.3,2019
Sinaloa,33.5,SEP,34.6,2019
Sonora,30.7,SEP,34.3,2019
Tabasco,32.7,SEP,33.7,2019
Tamaulipas,31.2,SEP,34.3,2019
Tlaxcala,24.3,SEP,23.5,2019
Veracruz,29.1,SEP,30.3,2019
Yucatán,33.8,SEP,34.7,2019
Zacatecas,27.0,SEP,26.8,2019
Aguascalientes,27.4,OCT,26.0,2019
Baja California,26.4,OCT,28.5,2019
Baja California Sur,29.9,OCT,31.9,2019
Campeche,33.7,OCT,33.2,2019
Coahuila,29.5,OCT,30.1,2019
Colima,33.8,OCT,32.9,2019
Chiapas,31.9,OCT,31.0,2019
Chihuahua,27.6,OCT,26.9,2019
Ciudad de México,25.4,OCT,24.6,2019
Durango,28.2,OCT,28.0,2019
Guanajuato,28.3,OCT,27.1,2019
Guerrero,32.4,OCT,31.0,2019
Hidalgo,27.4,OCT,26.3,2019
Jalisco,30.2,OCT,29.0,2019
Estado de México,23.8,OCT,22.3,2019
Michoacán,29.8,OCT,28.3,2019
Morelos,30.1,OCT,27.6,2019
Nayarit,33.8,OCT,33.3,2019
Nuevo León,29.9,OCT,30.2,2019
Oaxaca,31.1,OCT,29.4,2019
Puebla,26.8,OCT,25.6,2019
